,County,Year,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F)
111,Stanislaus,2020,122.36000000000006,11.70999999999999,503.92917847025495,13.451274787535391,113.1,24.9,62.97167138810202,100.0,0.0,67.60906515580737,51.08966005665724,4.748158640226624,113.98611898017009,61.96798866855525
112,Sutter,2018,53.42,16.45,435.13461538461536,11.722252747252751,107.1,25.2,60.09423076923079,98.0,11.0,64.87362637362638,47.52802197802198,4.437912087912086,106.47692307692306,61.66318681318674
113,Sutter,2019,52.390000000000036,25.08000000000001,430.53698630136984,11.943835616438356,105.5,26.9,60.14849315068492,98.0,11.0,65.96986301369863,47.975342465753435,4.449041095890414,106.77890410958906,62.24630136986302
114,Sutter,2020,44.980000000000004,4.059999999999999,496.0038314176245,12.3448275862069,104.0,27.5,62.995785440613034,97.0,11.0,62.00766283524904,49.00114942528735,4.615325670498088,110.77471264367819,65.50229885057472
115,Tehama,2018,56.96000000000005,16.159999999999993,436.82872928176795,11.641160220994479,105.9,24.2,61.670165745856316,100.0,10.0,60.806629834254146,46.68232044198894,5.330110497237575,127.99668508287292,60.62817679558012
116,Tehama,2019,57.050000000000026,24.319999999999997,447.86478873239435,11.918591549295773,107.0,26.3,61.990140845070364,100.0,0.0,60.709859154929575,45.35408450704225,5.663943661971833,135.88535211267603,61.166760563380315
117,Tehama,2020,55.70999999999998,6.029999999999999,494.3618421052632,13.50296052631577,109.1,27.6,66.48914473684212,100.0,0.0,59.088815789473685,50.83421052631579,5.216776315789471,125.19835526315795,65.11348684210516
118,Tulare,2018,112.15000000000009,11.269999999999989,452.82849239280773,11.343291839557406,105.8,21.3,62.30580912863072,100.0,11.0,58.83540802213001,46.61977869986172,2.9954356846473056,71.87966804979249,67.30622406639012
119,Tulare,2019,163.5800000000001,36.789999999999985,459.72983114446527,11.377767354596623,107.3,23.2,62.34896810506564,100.0,1.0,59.57598499061913,46.8375234521576,3.1190431519699815,74.85881801125691,66.49934333958723
120,Tulare,2020,153.25,19.59,514.0600706713781,12.662544169611316,107.5,23.6,66.67844522968187,100.0,0.0,56.95288574793875,49.64581861012961,3.196702002355716,76.70612485276796,68.67467608951699
121,Ventura,2018,156.09999999999965,28.82,445.40900562851783,12.766135084427775,96.1,28.9,61.80619136960593,100.0,3.0,66.4953095684803,48.88799249530956,3.6256097560975578,87.01369606003772,65.0972795497186
122,Ventura,2019,141.3199999999999,66.74000000000004,473.423828125,12.518652343749991,98.0,30.9,60.66259765624999,100.0,0.0,68.1640625,48.698925781250054,3.795312499999995,91.09638671875008,63.82695312499995
