,Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
1198,Western Fire,Mendocino,23,38.88,-123.05,2018-08-01 15:53:00+00:00,2018,106,TRUE,FALSE
405,Browns Fire,Trinity,53,40.0,-123.06,2015-09-08 15:56:00+00:00,2015,35,TRUE,FALSE
124,Pratt Fire,Mendocino,23,38.98,-123.07,2013-07-23 13:29:00+00:00,2013,45,TRUE,FALSE
1114,Eel Fire,Mendocino,23,39.83,-123.08,2018-07-31 15:28:00+00:00,2018,972,FALSE,FALSE
166,Beaver Fire,Siskiyou,47,41.59,-123.1,2014-07-30 00:00:00+00:00,2014,32496,FALSE,FALSE
634,Helena - Fork Fire,Trinity,53,40.76,-123.1,2017-08-30 18:00:00+00:00,2017,21846,FALSE,FALSE
1054,Ranch Fire (Mendocino Complex),Colusa,6,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,TRUE,TRUE
1055,Ranch Fire (Mendocino Complex),Glenn,11,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,TRUE,TRUE
1056,Ranch Fire (Mendocino Complex),Lake,17,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,TRUE,TRUE
1057,Ranch Fire (Mendocino Complex),Mendocino,23,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,TRUE,TRUE
975,Range Fire,Mendocino,23,39.13,-123.1,2017-07-17 12:37:00+00:00,2017,20,TRUE,TRUE
435,Gap Fire,Siskiyou,47,41.85,-123.12,2016-08-27 18:00:00+00:00,2016,33867,FALSE,FALSE
1068,River Fire (Mendocino Complex),Colusa,6,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,TRUE,TRUE
1069,River Fire (Mendocino Complex),Lake,17,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,TRUE,TRUE
1070,River Fire (Mendocino Complex),Mendocino,23,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,TRUE,TRUE
1432,Burris Fire,Mendocino,23,39.22,-123.13,2019-10-27 14:54:40+00:00,2019,703,TRUE,FALSE
780,Grape Fire,Mendocino,23,39.02,-123.14,2017-09-19 13:02:00+00:00,2017,146,TRUE,TRUE
99,Retek Fire,Mendocino,23,39.04,-123.15,2013-11-22 10:06:00+00:00,2013,82,TRUE,FALSE
303,Saddle Fire ,Trinity,53,40.92,-123.17,2015-06-10 15:00:00+00:00,2015,1542,FALSE,FALSE
631,Redwood Valley Fire (Mendocino Lake Complex),Mendocino,23,39.25,-123.17,2017-10-08 23:36:00+00:00,2017,36523,TRUE,TRUE
7,Salmon River Complex,Siskiyou,47,41.32,-123.18,2013-07-31 22:00:00+00:00,2013,14754,FALSE,FALSE
1461,Moose Fire,Mendocino,23,39.01,-123.2,2019-08-12 17:10:00+00:00,2019,225,TRUE,TRUE
1460,Kidder 2 Fire,Siskiyou,47,41.49,-123.21,2019-09-07 08:47:46+00:00,2019,227,FALSE,FALSE
627,Miller Complex,Siskiyou,47,42.04,-123.22,2017-08-14 14:00:00+00:00,2017,39715,FALSE,FALSE
1457,Henthorne Fire,Trinity,53,40.06,-123.22,2019-09-05 09:25:00+00:00,2019,244,FALSE,FALSE
273,West Fire,Trinity,53,40.41,-123.24,2014-07-01 03:45:00+00:00,2014,15,FALSE,FALSE
407,Covelo Fire,Mendocino,23,39.78,-123.25,2015-06-28 13:30:00+00:00,2015,35,TRUE,FALSE
971,Fort Fire,Sonoma,49,38.52,-123.25,2017-10-07 20:00:00+00:00,2017,20,TRUE,FALSE
1227,Heart Fire,Mendocino,23,39.28,-123.26,2018-07-21 16:22:00+00:00,2018,67,TRUE,FALSE
1274,Brushy Fire,Mendocino,23,39.62,-123.29,2018-11-08 11:58:00+00:00,2018,35,TRUE,FALSE
700,Grade Fire,Mendocino,23,39.3,-123.29,2017-07-16 14:51:00+00:00,2017,900,TRUE,TRUE
421,Soda Fire,Mendocino,23,39.03,-123.3,2015-07-04 15:30:00+00:00,2015,23,TRUE,FALSE
394,Mendocino Lightning Fires,Mendocino,23,39.43,-123.36,2015-07-30 13:36:00+00:00,2015,50,TRUE,FALSE
278,Happy Camp Complex,Siskiyou,47,41.8,-123.37,2014-08-11 22:00:00+00:00,2014,0,FALSE,FALSE
659,Ruth Complex,Trinity,53,40.18,-123.37,2017-08-07 22:30:00+00:00,2017,4736,FALSE,FALSE
160,Orleans Complex,Humboldt,12,41.33,-123.38,2013-08-03 08:00:00+00:00,2013,0,FALSE,FALSE
930,Sandy Fire,Trinity,53,40.8,-123.38,2017-08-02 11:13:00+00:00,2017,32,FALSE,FALSE
1207,Peach Fire ,Mendocino,23,39.04,-123.38,2018-07-05 15:12:00+00:00,2018,90,TRUE,FALSE
931,Sandy Fire,Trinity,53,40.8,-123.39,2017-08-02 08:30:00+00:00,2017,32,FALSE,FALSE
573,Mina Fire,Mendocino,23,39.87,-123.43,2016-08-30 13:35:00+00:00,2016,36,TRUE,FALSE
1541,Elk Fire,Glenn,11,41.71,-123.44,2019-10-04 12:03:48+00:00,2019,63,TRUE,FALSE
1394,Wilson Fire,Mendocino,23,39.61,-123.46,2019-10-04 18:38:09+00:00,2019,10,TRUE,FALSE
621,Eclipse Complex,Siskiyou,47,41.84,-123.47,2017-08-15 07:55:00+00:00,2017,78698,FALSE,FALSE
1050,Salmon-August Complex ,Siskiyou,47,41.84,-123.47,2017-06-25 17:00:00+00:00,2017,0,FALSE,FALSE
8,Corral Complex,Humboldt,12,41.03,-123.49,2013-08-10 11:40:00+00:00,2013,12503,FALSE,FALSE
633,Orleans Complex,Siskiyou,47,41.59,-123.5,2017-07-26 18:00:00+00:00,2017,27276,FALSE,FALSE
555,Ruff Fire ,Mendocino,23,39.73,-123.5,2016-09-10 14:06:00+00:00,2016,50,TRUE,FALSE
1044,Clear Complex (merged into Eclipse Complex),Siskiyou,47,41.7,-123.51,2017-07-25 12:45:00+00:00,2017,0,FALSE,FALSE
740,Marble Fire,Del Norte,8,41.48,-123.51,2017-07-19 14:00:00+00:00,2017,319,FALSE,FALSE
1101,Kerlin Fire,Trinity,53,40.62,-123.52,2018-09-04 15:20:00+00:00,2018,1751,FALSE,FALSE
779,River Fire,Trinity,53,40.47,-123.52,2017-10-14 16:00:00+00:00,2017,148,FALSE,FALSE
1367,Grape Fire,Humboldt,12,40.7,-123.55,2018-04-24 16:59:00+00:00,2018,0,FALSE,FALSE
455,Pony Fire,Siskiyou,47,41.62,-123.56,2016-06-07 02:45:00+00:00,2016,2860,FALSE,FALSE
983,Sway Fire,Humboldt,12,40.4,-123.58,2017-08-01 10:23:00+00:00,2017,19,FALSE,FALSE
905,Translator Fire,Humboldt,12,41.03,-123.64,2017-08-28 08:01:00+00:00,2017,40,FALSE,FALSE
939,Blocksburg Fire,Humboldt,12,40.28,-123.64,2017-08-03 16:41:00+00:00,2017,30,TRUE,FALSE
925,Miller Fire,Humboldt,12,40.04,-123.64,2017-08-31 13:57:00+00:00,2017,34,TRUE,FALSE
664,Young Fire,Siskiyou,47,41.85,-123.68,2017-08-07 17:45:00+00:00,2017,3142,FALSE,FALSE
1581,Pilot Fire,Humboldt,12,40.62,-123.68,2019-01-01 14:14:00+00:00,2019,30,TRUE,FALSE
1087,Mill Creek 1 Fire,Humboldt,12,41.08,-123.69,2018-08-16 09:18:00+00:00,2018,3674,FALSE,FALSE
221,Bald Hill 3 Fire,Humboldt,12,41.13,-123.75,2014-09-12 15:00:00+00:00,2014,210,FALSE,FALSE
823,Saw Fire,Humboldt,12,40.12,-123.76,2017-08-03 11:58:00+00:00,2017,85,TRUE,FALSE
211,Red Fire,Humboldt,12,40.88,-123.77,2014-01-04 12:00:00+00:00,2014,333,TRUE,FALSE
428,Buck Fire,Humboldt,12,40.11,-123.77,2015-07-28 17:19:00+00:00,2015,16,TRUE,FALSE
345,Queen Fire,Humboldt,12,41.3,-123.78,2015-07-24 23:00:00+00:00,2015,158,TRUE,TRUE
601,Summit Fire,Humboldt,12,40.99,-123.78,2016-08-12 17:23:00+00:00,2016,21,TRUE,FALSE
473,Tully Fire,Humboldt,12,41.28,-123.82,2016-08-22 16:03:00+00:00,2016,599,TRUE,TRUE
425,Bald Fire,Humboldt,12,41.15,-123.83,2015-06-10 07:42:00+00:00,2015,20,TRUE,TRUE
1323,Johnson Fire,Humboldt,12,41.34,-123.85,2018-07-15 16:14:00+00:00,2018,16,TRUE,FALSE
1497,Usal Fire,Mendocino,23,39.83,-123.85,2019-07-27 23:36:00+00:00,2019,130,TRUE,FALSE
272,Bridge Fire,Humboldt,12,40.75,-123.87,2014-01-03 10:30:00+00:00,2014,18,TRUE,FALSE
970,Blue Fire,Humboldt,12,40.89,-123.97,2017-10-08 16:40:00+00:00,2017,20,TRUE,TRUE
1352,Green Hill Fire,Humboldt,12,40.89,-124.0,2018-11-12 17:39:00+00:00,2018,10,TRUE,FALSE
904,Hole Fire,Del Norte,8,41.98,-124.01,2017-09-12 12:45:00+00:00,2017,40,FALSE,FALSE
599,Stafford Fire,Humboldt,12,40.46,-124.06,2016-08-11 14:57:00+00:00,2016,23,TRUE,FALSE
349,Horse Fire,Humboldt,12,40.11,-124.07,2015-08-18 18:30:00+00:00,2015,146,TRUE,TRUE
945,Shore Fire,Del Norte,8,41.93,-124.2,2017-06-26 21:30:00+00:00,2017,28,TRUE,FALSE
