"County","Sector","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"INYO","Non-Residential","     149.729556","     151.063500","     145.808063","     167.658785","     151.156988","     154.195049","     172.985481","     179.612457","     179.955851","     172.162083","     173.143499","     155.947972","     159.551245","     166.397993","     165.693876","     175.855193","     165.564074","     174.030879","     172.518465","     179.985939","      82.784132","      61.149428","      60.496685","      58.761216","      54.044894","      49.959156","      46.434196","      45.375623","      50.120816","      57.256892","    3879.399986"
"INYO","Residential","      58.876761","      58.159198","      58.829985","      62.541908","      57.033989","      60.788615","      60.135328","      60.787463","      57.616488","      57.596003","      58.208805","      54.826240","      56.782707","      52.922574","      56.394791","      57.014640","      49.434791","      49.333667","      48.276775","      50.570005","      33.414984","      33.776659","      32.764011","      32.911372","      31.733539","      32.704783","      32.482845","      32.188117","      32.581660","      32.221356","    1452.910059"
"INYO","Total","     208.606317","     209.222698","     204.638048","     230.200693","     208.190977","     214.983664","     233.120809","     240.399920","     237.572339","     229.758085","     231.352304","     210.774211","     216.333952","     219.320567","     222.088667","     232.869833","     214.998865","     223.364546","     220.795240","     230.555944","     116.199116","      94.926087","      93.260696","      91.672588","      85.778432","      82.663938","      78.917041","      77.563740","      82.702477","      89.478248","    5332.310042"
"KERN","Non-Residential","   14763.635346","   13577.889240","   16162.902109","   14302.659306","   12934.380243","   12029.597495","   12789.560140","   14430.024050","   13810.861757","   12859.102508","   12267.812625","   13272.719420","   15123.564671","   14369.296751","   12943.226238","   14629.964730","   13053.522723","   12552.327414","   11023.328287","    9720.577925","    9750.967723","    7860.252909","    9835.051779","    9091.613949","    7835.050326","    9423.752754","    8473.372210","    9162.548262","    9021.435804","   12083.455141","  359154.453835"
"KERN","Residential","    2341.447042","    2339.481264","    2329.682749","    2245.168424","    2247.957532","    2294.846631","    2269.736309","    2274.029024","    2141.107514","    2095.448973","    2171.316148","    2146.883253","    2091.541570","    2052.662008","    1972.968734","    1865.524074","    1831.969640","    1677.585077","    1635.050195","    1714.094847","    1610.440440","    1558.224025","    1551.094451","    1546.441563","    1450.188794","    1452.922764","    1422.316371","    1459.067510","    1431.212946","    1377.497276","   56597.907148"
"KERN","Total","   17105.082388","   15917.370504","   18492.584857","   16547.827730","   15182.337775","   14324.444126","   15059.296449","   16704.053074","   15951.969271","   14954.551481","   14439.128773","   15419.602673","   17215.106241","   16421.958760","   14916.194972","   16495.488805","   14885.492362","   14229.912491","   12658.378481","   11434.672773","   11361.408164","    9418.476935","   11386.146230","   10638.055512","    9285.239119","   10876.675518","    9895.688581","   10621.615771","   10452.648749","   13460.952418","  415752.360983"
"KINGS","Non-Residential","    1204.046484","    1384.570654","    1119.249238","    1415.392031","    1406.795678","    1440.828508","    1413.629012","    1311.483513","    1068.283013","    1103.709274","    1220.154048","    1136.633511","    1076.644196","    1031.801356","     984.737346","    1008.941578","     763.561952","     688.776134","     640.814277","     643.209937","     693.797213","     674.310508","     731.746107","     690.887686","     662.551733","     769.032434","     657.159263","     787.960918","     785.165653","     739.232692","   29255.105947"
"KINGS","Residential","     379.024862","     373.808497","     378.598197","     363.749226","     366.854066","     376.278996","     371.162072","     368.995723","     354.516431","     348.675310","     364.876777","     358.864631","     346.762770","     355.529300","     330.179973","     326.264427","     313.893397","     291.759409","     283.642465","     291.393185","     273.951361","     265.431352","     265.212348","     261.264399","     243.132359","     241.366747","     232.703312","     233.932851","     231.619948","     224.178059","    9417.622450"
"KINGS","Total","    1583.071346","    1758.379152","    1497.847435","    1779.141257","    1773.649744","    1817.107504","    1784.791084","    1680.479236","    1422.799445","    1452.384585","    1585.030826","    1495.498142","    1423.406966","    1387.330655","    1314.917319","    1335.206004","    1077.455349","     980.535543","     924.456742","     934.603122","     967.748574","     939.741860","     996.958456","     952.152085","     905.684092","    1010.399181","     889.862575","    1021.893769","    1016.785601","     963.410751","   38672.728400"
"LAKE","Non-Residential","     159.989311","     162.121731","     168.751080","     158.512985","     154.606151","     156.038736","     167.774980","     164.288539","     161.092178","     159.980671","     163.767245","     170.886471","     169.709820","     384.032849","     365.070482","     286.965814","     291.986580","     217.754937","     209.269235","     180.258913","     173.989681","     156.119496","     148.937179","     171.257726","     247.448888","     245.169344","     236.455026","     251.022780","     250.992468","     236.340739","    6170.592035"
"LAKE","Residential","     286.081982","     279.501151","     295.119126","     282.108453","     276.024932","     285.277351","     302.323175","     302.174953","     298.254956","     294.395146","     289.270152","     284.691332","     275.090388","     269.109576","     259.112988","     256.933198","     243.766015","     244.737204","     237.513724","     243.295839","     243.110347","     238.969509","     221.693369","     226.495337","     215.371804","     220.759978","     222.324330","     215.200739","     222.194828","     215.462829","    7746.364711"
"LAKE","Total","     446.071293","     441.622882","     463.870207","     440.621439","     430.631082","     441.316087","     470.098155","     466.463493","     459.347134","     454.375817","     453.037397","     455.577802","     444.800208","     653.142424","     624.183470","     543.899012","     535.752594","     462.492141","     446.782959","     423.554752","     417.100028","     395.089005","     370.630548","     397.753063","     462.820692","     465.929322","     458.779355","     466.223519","     473.187296","     451.803569","   13916.956745"
"LASSEN","Non-Residential","     301.359937","     310.142252","     283.294497","     357.347876","     305.526557","     337.498510","     321.422025","     307.783489","     297.823144","     281.103735","     285.806385","     157.543524","     149.038617","     184.401874","     184.685297","     189.128716","     162.227310","     159.274479","     161.797258","     135.133659","     133.465972","     124.821803","     129.457224","     128.569178","     102.402482","     115.048709","      73.210790","      78.849461","      99.889135","      96.656060","    5954.709955"
"LASSEN","Residential","     102.396546","     100.843453","     102.396497","      99.858072","      95.061273","      94.366525","     104.522248","     102.337641","     103.700947","     104.852577","     106.515246","     107.040965","     104.115047","     106.148183","     105.257887","     102.440584","      99.290481","      97.276737","      94.630059","     103.681384","     102.022026","     101.049643","      97.219052","      95.941076","      94.504263","      95.123652","      75.845378","      71.091236","      93.796861","      87.300980","    2950.626519"
"LASSEN","Total","     403.756483","     410.985705","     385.690994","     457.205948","     400.587830","     431.865035","     425.944273","     410.121129","     401.524090","     385.956312","     392.321631","     264.584489","     253.153665","     290.550057","     289.943184","     291.569300","     261.517791","     256.551216","     256.427317","     238.815043","     235.487998","     225.871446","     226.676276","     224.510254","     196.906744","     210.172361","     149.056168","     149.940696","     193.685996","     183.957040","    8905.336471"
"LOS ANGELES","Non-Residential","   46556.118166","   47391.361758","   47993.452246","   49126.088735","   49099.767206","   49210.645369","   47762.011406","   48195.136531","   48132.754432","   48536.788399","   49359.220010","   50966.137306","   50719.309936","   50557.445871","   50279.462767","   49705.921276","   49461.500343","   49797.652430","   51528.797017","   50552.186052","   49048.187513","   48471.754920","   48285.601427","   47858.704801","   45642.426139","   46716.100277","   46441.649738","   46896.072584","   46403.956886","   47787.074918"," 1458483.286459"
"LOS ANGELES","Residential","   19562.554839","   20516.120867","   20663.267936","   20287.955921","   20432.526183","   20742.773777","   20611.287007","   21076.224921","   20064.618265","   19721.279522","   20590.377892","   21115.736666","   20536.164117","   20377.012793","   19711.007692","   19507.014130","   19056.036723","   17917.337912","   18212.579374","   18891.636154","   17665.120101","   17234.632799","   17578.661112","   16322.045682","   16823.629351","   16065.583395","   15759.083038","   16377.794989","   16310.884065","   16960.720058","  566691.667281"
"LOS ANGELES","Total","   66118.673005","   67907.482625","   68656.720182","   69414.044656","   69532.293389","   69953.419146","   68373.298413","   69271.361452","   68197.372696","   68258.067921","   69949.597902","   72081.873973","   71255.474053","   70934.458664","   69990.470459","   69212.935406","   68517.537066","   67714.990342","   69741.376391","   69443.822206","   66713.307615","   65706.387719","   65864.262539","   64180.750483","   62466.055489","   62781.683672","   62200.732776","   63273.867573","   62714.840951","   64747.794976"," 2025174.953740"
"MADERA","Non-Residential","    1129.038921","    1222.081318","    1150.947080","    1167.888586","    1278.749349","    1239.450048","    1148.515557","    1100.151022","     971.949923","     970.445234","    1020.253176","    1008.914619","     963.542878","     790.063651","     769.232682","     816.753192","     732.605269","     792.937130","     781.519181","     770.836849","     788.578894","     695.494234","     759.050317","     727.825825","     683.532230","     738.283857","     679.458503","     695.604976","     642.832938","     631.454470","   26867.991909"
"MADERA","Residential","     438.968992","     427.539581","     437.115345","     418.560126","     418.868140","     424.632948","     429.067921","     430.304184","     415.376062","     408.425050","     415.160176","     411.129655","     408.070551","     399.809053","     381.247881","     373.159609","     361.647828","     336.154775","     324.816593","     339.663850","     333.074208","     321.720353","     311.941573","     309.062289","     290.707813","     286.221168","     279.636988","     278.816591","     274.482487","     262.454632","   10947.836422"
"MADERA","Total","    1568.007913","    1649.620899","    1588.062426","    1586.448712","    1697.617488","    1664.082995","    1577.583477","    1530.455206","    1387.325985","    1378.870284","    1435.413351","    1420.044274","    1371.613429","    1189.872704","    1150.480563","    1189.912800","    1094.253097","    1129.091905","    1106.335775","    1110.500699","    1121.653102","    1017.214588","    1070.991890","    1036.888114","     974.240043","    1024.505025","     959.095491","     974.421567","     917.315425","     893.909102","   37815.828329"
"MARIN","Non-Residential","     685.777193","     680.837759","     725.214803","     690.956158","     702.492918","     702.756588","     711.990858","     701.827775","     706.341752","     722.457806","     752.378305","     760.461234","     741.681363","     722.257487","     713.953830","     740.826143","     724.048717","     763.809789","     733.622717","     789.230977","     742.569359","     713.794488","     737.830002","     703.303158","     687.441333","     687.312474","     694.873997","     685.006788","     642.907839","     658.488510","   21426.452120"
"MARIN","Residential","     669.565552","     647.411703","     658.768076","     651.422731","     651.961002","     652.468169","     684.089848","     689.272331","     701.889790","     702.412945","     707.938110","     704.067834","     704.254152","     704.836829","     689.467421","     687.519100","     660.459622","     659.745146","     638.295989","     701.191633","     701.990392","     679.985197","     650.725465","     641.424276","     632.300683","     615.883459","     619.375851","     597.767275","     607.809672","     602.554328","   19916.854581"
"MARIN","Total","    1355.342745","    1328.249462","    1383.982879","    1342.378889","    1354.453920","    1355.224757","    1396.080706","    1391.100106","    1408.231541","    1424.870751","    1460.316415","    1464.529068","    1445.935515","    1427.094316","    1403.421251","    1428.345243","    1384.508339","    1423.554936","    1371.918706","    1490.422611","    1444.559752","    1393.779685","    1388.555466","    1344.727434","    1319.742016","    1303.195933","    1314.249848","    1282.774063","    1250.717511","    1261.042838","   41343.306702"
"MARIPOSA","Non-Residential","      38.468398","      43.772493","      40.434150","      38.803444","      39.184617","      41.201955","      41.520911","      40.689926","      39.092265","      39.670516","      47.202618","      58.018433","      55.045711","      38.357168","      36.047805","      38.361034","      40.000526","      41.883410","      43.139677","      42.424848","      58.972474","      59.810070","      58.239298","      57.650984","      55.868506","      57.081462","      49.757088","      53.678620","      55.506242","      48.887640","    1398.772289"
"MARIPOSA","Residential","      71.262658","      68.981471","      70.992959","      68.866950","      67.420439","      68.518983","      71.674818","      72.272391","      71.830222","      72.512063","      72.818841","      73.027354","      72.428496","      69.947705","      67.383179","      67.740396","      64.975614","      62.769694","      61.516209","      64.727849","      65.121251","      63.805344","      60.825895","      60.508737","      58.417654","      56.751586","      55.775800","      54.215393","      55.541087","      53.734453","    1966.365491"
"MARIPOSA","Total","     109.731056","     112.753964","     111.427108","     107.670394","     106.605056","     109.720938","     113.195728","     112.962317","     110.922487","     112.182580","     120.021459","     131.045787","     127.474208","     108.304872","     103.430985","     106.101431","     104.976140","     104.653104","     104.655886","     107.152697","     124.093725","     123.615414","     119.065193","     118.159721","     114.286160","     113.833048","     105.532888","     107.894014","     111.047330","     102.622092","    3365.137782"
"MENDOCINO","Non-Residential","     270.759920","     275.421001","     279.587063","     277.579403","     273.046716","     268.865769","     268.788125","     268.655657","     266.039641","     260.485880","     261.600549","     278.520195","     282.819821","     396.874704","     406.371397","     287.301802","     279.537453","     295.794082","     308.966842","     358.115711","     356.348706","     317.792238","     360.999696","     343.145685","     325.062839","     329.924308","     333.750328","     326.565952","     311.806066","     337.309060","    9207.836609"
"MENDOCINO","Residential","     291.502962","     289.023774","     305.411623","     300.495054","     293.831803","     295.178797","     324.404441","     333.082898","     337.272708","     339.759793","     340.204209","     338.597555","     330.976984","     313.996799","     295.320442","     284.810627","     265.286837","     264.114559","     256.263792","     279.353313","     271.113282","     259.877544","     249.440854","     253.175540","     235.357224","     240.739424","     243.797244","     239.200107","     249.050097","     248.238280","    8568.878566"
"MENDOCINO","Total","     562.262881","     564.444775","     584.998686","     578.074458","     566.878519","     564.044566","     593.192566","     601.738555","     603.312349","     600.245673","     601.804758","     617.117750","     613.796806","     710.871504","     701.691839","     572.112429","     544.824290","     559.908641","     565.230634","     637.469024","     627.461988","     577.669781","     610.440550","     596.321226","     560.420063","     570.663732","     577.547572","     565.766058","     560.856163","     585.547341","   17776.715177"
"MERCED","Non-Residential","    2969.489496","    2836.620436","    3226.604043","    2758.477493","    2214.445056","    2301.531335","    2358.938780","    2600.509694","    2980.374516","    2737.880982","    2065.608563","    2055.729729","    3009.858453","    2153.967789","    2275.321949","    2470.215537","    2264.325693","    2388.289927","    2265.793743","    2326.722409","    2719.787749","    1891.781747","    2239.912634","    2259.405903","    2082.363487","    1684.929839","    2338.478400","    1728.999635","    1630.122838","    1891.488283","   70727.976138"
"MERCED","Residential","     729.116937","     714.720374","     739.474762","     704.393898","     705.984756","     718.481282","     697.945877","     703.832370","     676.900572","     657.921490","     676.797341","     669.014882","     658.091884","     654.636255","     620.906954","     612.583276","     593.007145","     562.774026","     539.405924","     555.908097","     536.279291","     519.539331","     509.773267","     502.477454","     475.984955","     471.520428","     464.213059","     414.612266","     410.238408","     445.584211","   17942.120772"
"MERCED","Total","    3698.606433","    3551.340810","    3966.078805","    3462.871390","    2920.429811","    3020.012617","    3056.884656","    3304.342064","    3657.275088","    3395.802472","    2742.405904","    2724.744611","    3667.950337","    2808.604043","    2896.228903","    3082.798812","    2857.332839","    2951.063953","    2805.199667","    2882.630506","    3256.067040","    2411.321078","    2749.685901","    2761.883357","    2558.348443","    2156.450267","    2802.691459","    2143.611901","    2040.361245","    2337.072494","   88670.096906"
"MODOC","Non-Residential","      86.994796","      91.466462","      93.157756","      95.295009","     110.477618","     114.421846","     108.013082","     106.445139","      87.875270","      93.743318","      97.685553","      97.821810","      87.753975","     101.258056","      95.925456","      95.225146","     112.642497","     106.295988","     108.410231","     109.576587","     109.597951","      84.428478","     107.788858","     111.510432","      83.522654","      88.038808","      97.560813","     109.085654","      73.770641","      89.335467","    2955.125351"
"MODOC","Residential","      58.179355","      57.487482","      59.637589","      56.795692","      54.193089","      53.515557","      61.091845","      57.505292","      61.390099","      60.298730","      61.354571","      63.026113","      58.710808","      59.044041","      57.577305","      56.453333","      56.767659","      55.363948","      53.733110","      55.575865","      56.781566","      58.079964","      56.802300","      64.699111","      53.878076","      55.755366","      58.621914","      53.699222","      54.603130","      50.605452","    1721.227584"
"MODOC","Total","     145.174152","     148.953944","     152.795345","     152.090701","     164.670708","     167.937403","     169.104927","     163.950431","     149.265369","     154.042048","     159.040124","     160.847923","     146.464782","     160.302097","     153.502761","     151.678479","     169.410156","     161.659936","     162.143341","     165.152453","     166.379517","     142.508443","     164.591158","     176.209543","     137.400730","     143.794174","     156.182727","     162.784875","     128.373771","     139.940919","    4676.352937"
"MONO","Non-Residential","     111.545604","     112.054599","     108.978883","     104.842612","     109.950178","     103.891572","     105.536362","     103.213585","     109.062487","     106.848664","     108.674500","     107.158005","      87.818503","      91.089757","     100.751826","     102.595539","      75.240664","      59.018998","      50.321903","      54.999755","      68.118334","      97.356463","      99.165710","      89.163471","      83.781057","      84.122684","      80.989146","      80.400407","     100.264493","      74.302017","    2771.257778"
"MONO","Residential","      93.671169","      84.827218","      90.458730","      84.825395","      78.939684","      87.692884","      98.881323","      93.723883","      95.707730","      94.306000","      90.996172","      92.544680","      97.762323","      83.811524","      94.847546","      92.486007","      88.217654","      86.703655","      86.207241","      91.895434","      84.916159","      88.989198","      81.892419","      81.123803","      81.678987","      85.462068","      85.942805","      81.819393","      84.602740","      85.017504","    2649.951328"
"MONO","Total","     205.216773","     196.881816","     199.437613","     189.668008","     188.889861","     191.584456","     204.417686","     196.937467","     204.770217","     201.154664","     199.670672","     199.702684","     185.580826","     174.901281","     195.599372","     195.081546","     163.458318","     145.722654","     136.529144","     146.895189","     153.034493","     186.345661","     181.058130","     170.287274","     165.460044","     169.584752","     166.931950","     162.219800","     184.867233","     159.319521","    5421.209105"
"MONTEREY","Non-Residential","    1772.558215","    1815.447209","    1890.644105","    1886.324574","    1982.500087","    1931.120703","    1911.897145","    1828.013315","    1843.053712","    1841.200183","    1872.450048","    1892.450231","    1847.752426","    1830.143106","    1841.878245","    1894.044841","    1892.324993","    1873.321511","    1812.776267","    1781.430644","    1760.463201","    1595.669729","    1697.140491","    1611.846788","    1653.170323","    1469.488018","    1580.264553","    1603.946975","    1554.778845","    1514.286576","   53282.387059"
"MONTEREY","Residential","     698.094114","     679.580114","     681.518818","     684.845535","     680.620018","     684.290192","     722.432834","     728.447471","     732.634857","     733.989345","     731.046848","     731.179752","     741.587708","     728.542315","     715.487081","     724.955009","     707.438704","     693.573337","     684.045029","     720.998598","     724.200963","     680.139440","     654.768601","     634.604678","     623.044510","     622.894636","     622.102410","     606.054357","     630.038290","     607.814014","   20610.969578"
"MONTEREY","Total","    2470.652329","    2495.027323","    2572.162923","    2571.170109","    2663.120104","    2615.410895","    2634.329979","    2556.460786","    2575.688568","    2575.189528","    2603.496897","    2623.629984","    2589.340135","    2558.685421","    2557.365326","    2618.999850","    2599.763697","    2566.894848","    2496.821296","    2502.429242","    2484.664163","    2275.809169","    2351.909092","    2246.451466","    2276.214833","    2092.382654","    2202.366963","    2210.001332","    2184.817134","    2122.100590","   73893.356636"
"NAPA","Non-Residential","     667.750319","     672.214140","     687.750758","     692.842923","     687.198279","     679.440839","     676.774061","     662.710252","     655.134275","     642.377189","     641.385377","     658.262125","     631.707937","     604.974953","     578.627076","     574.046755","     562.832050","     559.304066","     541.224467","     589.351989","     576.716506","     527.441223","     515.717545","     480.144727","     401.261090","     384.693533","     387.326098","     387.659338","     355.518889","     341.002758","   17023.391537"
"NAPA","Residential","     375.248902","     360.842350","     370.936231","     361.639426","     362.486244","     364.662282","     374.770591","     374.240432","     374.639179","     376.324400","     381.474386","     378.978643","     377.571799","     386.608605","     370.241766","     363.241524","     354.819742","     340.496992","     325.803071","     349.180477","     345.187419","     334.236809","     324.287107","     316.360508","     305.372795","     296.203358","     305.106743","     297.002241","     291.156241","     290.617800","   10429.738063"
"NAPA","Total","    1042.999221","    1033.056489","    1058.686989","    1054.482349","    1049.684523","    1044.103121","    1051.544652","    1036.950684","    1029.773454","    1018.701589","    1022.859763","    1037.240767","    1009.279736","     991.583558","     948.868842","     937.288279","     917.651792","     899.801058","     867.027538","     938.532466","     921.903925","     861.678032","     840.004652","     796.505235","     706.633885","     680.896891","     692.432841","     684.661579","     646.675129","     631.620557","   27453.129596"
"NEVADA","Non-Residential","     260.729442","     268.346101","     270.829871","     226.551700","     220.952884","     226.401176","     233.347657","     234.715207","     232.288941","     229.826225","     235.584536","     245.965265","     240.949183","     237.608427","     229.140058","     226.656387","     216.463561","     232.930132","     217.900623","     210.448691","     199.588985","     190.428399","     187.668006","     183.238258","     180.879104","     184.183506","     174.501724","     169.326351","     177.976796","     168.095680","    6513.522876"
"NEVADA","Residential","     451.811590","     445.546337","     470.025148","     432.220086","     405.134013","     407.094148","     422.777662","     425.846458","     426.025833","     424.937029","     424.117881","     421.111632","     413.906031","     411.598073","     397.557325","     398.248625","     378.582346","     379.093481","     363.371126","     378.249161","     371.660248","     367.313438","     342.285867","     339.726176","     327.047146","     328.218954","     323.128959","     313.971178","     322.435572","     313.879857","   11626.921380"
"NEVADA","Total","     712.541032","     713.892438","     740.855019","     658.771786","     626.086897","     633.495324","     656.125319","     660.561665","     658.314774","     654.763253","     659.702417","     667.076896","     654.855214","     649.206500","     626.697384","     624.905012","     595.045907","     612.023612","     581.271749","     588.697852","     571.249233","     557.741838","     529.953873","     522.964434","     507.926251","     512.402460","     497.630683","     483.297529","     500.412367","     481.975536","   18140.444254"
"ORANGE","Non-Residential","   12798.262948","   13169.931037","   13391.341065","   13520.248181","   13827.791386","   13713.998084","   13442.350608","   13332.382125","   13231.357552","   13160.164274","   13761.518713","   14399.355960","   14261.685013","   14474.034522","   13971.906044","   13801.234904","   13339.386659","   13000.609275","   12108.351324","   13728.345498","   13228.239598","   13372.900311","   12661.355167","   12112.379167","   11656.148780","   11827.008204","   11424.589708","   11898.586249","   11467.576831","   11638.710702","  391721.749889"
"ORANGE","Residential","    6661.245595","    6837.743613","    6810.132383","    6701.053419","    6894.647623","    7032.734696","    6838.286644","    7069.653161","    6693.243142","    6609.278079","    6915.602285","    7138.305305","    6867.803953","    6851.090583","    6717.053806","    6611.743915","    6374.642705","    5989.082590","    5575.799680","    6362.084520","    5878.868083","    5884.504854","    5876.874363","    5618.981399","    5441.322577","    5463.243976","    5194.533200","    5493.876813","    5137.491215","    5120.565680","  188661.489857"
"ORANGE","Total","   19459.508543","   20007.674650","   20201.473448","   20221.301600","   20722.439009","   20746.732780","   20280.637251","   20402.035286","   19924.600694","   19769.442353","   20677.120999","   21537.661265","   21129.488966","   21325.125106","   20688.959850","   20412.978819","   19714.029364","   18989.691866","   17684.151004","   20090.430018","   19107.107681","   19257.405165","   18538.229530","   17731.360566","   17097.471357","   17290.252180","   16619.122908","   17392.463063","   16605.068046","   16759.276382","  580383.239749"
"PLACER","Non-Residential","    1450.186018","    1491.557849","    1500.783752","    1532.219229","    1525.561588","    1542.249772","    1509.633633","    1522.438040","    1540.214026","    1548.258484","    1581.929113","    1656.993257","    1676.694254","    1500.451071","    1432.588471","    1496.513533","    1412.485988","    1381.295288","    1296.365383","    1376.454600","    1286.815398","    1250.303317","    1090.630876","    1005.476406","    1100.881046","    1047.857614","     940.749758","     875.726113","     894.228237","     811.631818","   40279.173932"
"PLACER","Residential","    1464.686335","    1410.253319","    1465.394370","    1399.894096","    1363.659086","    1370.790232","    1367.826796","    1383.241309","    1348.573866","    1332.131876","    1366.366414","    1360.497735","    1327.086591","    1334.479948","    1262.665823","    1215.313735","    1145.031726","    1054.980007","     979.277386","     976.120456","     928.232180","     878.626145","     844.243780","     823.587286","     757.250491","     746.608507","     728.522643","     711.086467","     702.322530","     680.960940","   33729.712075"
"PLACER","Total","    2914.872353","    2901.811168","    2966.178122","    2932.113325","    2889.220675","    2913.040004","    2877.460429","    2905.679349","    2888.787892","    2880.390360","    2948.295528","    3017.490992","    3003.780846","    2834.931019","    2695.254294","    2711.827268","    2557.517714","    2436.275295","    2275.642769","    2352.575056","    2215.047578","    2128.929462","    1934.874656","    1829.063692","    1858.131537","    1794.466121","    1669.272402","    1586.812580","    1596.550767","    1492.592759","   74008.886012"
"PLUMAS","Non-Residential","     115.216977","     112.777594","     103.279888","     106.288521","     103.091641","     102.402832","     110.651405","     126.502035","     117.925525","      97.828279","      99.003469","     114.152075","     112.364970","     120.319707","      91.418440","      92.954336","      99.285165","     122.358360","      93.942997","     109.159186","     107.121101","      98.113408","     127.562938","      93.104267","      74.705060","      62.908106","     112.036544","     113.846524","      94.336820","      90.154514","    3124.812684"
"PLUMAS","Residential","      95.271334","      92.880877","      98.283013","      96.515952","      90.900496","      98.122899","     101.183276","      97.580267","     101.331341","     102.003213","     103.274793","     103.610437","     103.560058","     103.447180","     102.503634","     101.277846","      96.153106","      96.899452","      92.753371","      92.930694","      94.676095","      93.749315","      90.033386","      88.417064","      86.200226","      88.051175","     116.951203","     107.747799","      89.257865","      88.269715","    2913.837082"
"PLUMAS","Total","     210.488311","     205.658471","     201.562900","     202.804473","     193.992136","     200.525731","     211.834681","     224.082302","     219.256866","     199.831493","     202.278262","     217.762512","     215.925028","     223.766887","     193.922074","     194.232182","     195.438271","     219.257812","     186.696368","     202.089880","     201.797196","     191.862723","     217.596324","     181.521330","     160.905286","     150.959280","     228.987747","     221.594323","     183.594684","     178.424229","    6038.649762"
"RIVERSIDE","Non-Residential","    8183.222878","    8244.617159","    8234.637414","    8249.057479","    8187.145456","    8770.797372","    8539.080607","    8610.356092","    7834.378730","    7720.776701","    7897.243702","    8315.371257","    8269.475842","    8294.186619","    7849.840654","    7681.845031","    7283.344285","    6676.184777","    5734.934387","    6715.279728","    6120.459356","    5555.655893","    5515.358967","    5288.372868","    5077.687698","    4985.983153","    3644.368289","    3585.566367","    3517.474625","    3382.851110","  203965.554496"
"RIVERSIDE","Residential","    7336.906907","    7632.837680","    7623.093449","    7160.303940","    7065.512428","    6763.139781","    6599.335387","    6672.551485","    6577.765360","    6336.303432","    6606.216782","    6772.256465","    6682.669022","    6902.348704","    5391.986644","    5018.687606","    5469.023535","    4832.820103","    4682.530494","    4908.388078","    4631.338818","    4405.222929","    4324.404946","    4263.842855","    4060.422590","    4026.994776","    3525.509250","    3625.502620","    3387.375972","    3381.206731","  166666.498769"
"RIVERSIDE","Total","   15520.129785","   15877.454840","   15857.730863","   15409.361418","   15252.657885","   15533.937153","   15138.415994","   15282.907577","   14412.144090","   14057.080133","   14503.460484","   15087.627722","   14952.144863","   15196.535323","   13241.827297","   12700.532637","   12752.367819","   11509.004880","   10417.464881","   11623.667806","   10751.798174","    9960.878822","    9839.763913","    9552.215723","    9138.110289","    9012.977929","    7169.877540","    7211.068987","    6904.850597","    6764.057841","  370632.053265"
"SACRAMENTO","Non-Residential","    6136.822611","    6154.586726","    6182.143334","    5989.984321","    6123.970614","    6195.788818","    6073.092976","    6079.801842","    6086.192634","    6181.885358","    6257.922129","    6389.742485","    6415.897637","    6237.249626","    6131.862914","    5916.278656","    5662.115575","    5460.494864","    5516.422608","    5593.078508","    5565.034572","    5292.986317","    5274.811552","    5165.556317","    5024.456238","    4929.608464","    4932.097550","    4936.361466","    4779.498052","    4784.024951","  171469.769715"
"SACRAMENTO","Residential","    4691.394529","    4697.670625","    5140.711079","    4764.493174","    4708.414804","    4708.098133","    4671.237204","    4672.736884","    4624.171246","    4519.797524","    4722.923195","    4708.470665","    4649.440614","    4761.059770","    4575.460578","    4422.286081","    4378.308857","    4102.198812","    4033.818882","    4140.894025","    3958.333237","    3983.266939","    3837.133047","    3865.501305","    3581.182311","    3694.817964","    3650.245317","    3634.599466","    3617.630125","    3625.074714","  129141.371106"
"SACRAMENTO","Total","   10828.217140","   10852.257351","   11322.854413","   10754.477495","   10832.385418","   10903.886951","   10744.330180","   10752.538726","   10710.363880","   10701.682882","   10980.845323","   11098.213150","   11065.338252","   10998.309395","   10707.323492","   10338.564736","   10040.424433","    9562.693676","    9550.241489","    9733.972532","    9523.367810","    9276.253256","    9111.944600","    9031.057622","    8605.638549","    8624.426429","    8582.342867","    8570.960932","    8397.128177","    8409.099665","  300611.140821"
"SAN BENITO","Non-Residential","     247.764616","     259.469499","     254.246578","     262.195487","     249.246885","     240.350663","     237.838062","     214.941111","     199.078428","     191.965952","     198.592464","     198.337696","     203.508416","     199.083289","     189.051933","     194.498789","     184.109368","     204.779697","     211.088498","     181.392988","     172.421522","     149.660472","     145.933233","     129.076847","     122.863609","     117.801586","     110.459338","     115.927845","     117.265477","     117.686238","    5620.636586"
"SAN BENITO","Residential","     132.105804","     123.898399","     123.429321","     118.711171","     117.821053","     115.497509","     119.711875","     117.878506","     116.248314","     116.656055","     117.414796","     117.510263","     119.251012","     118.452625","     115.986472","     117.398444","     114.336575","     111.070475","     105.787842","     109.680197","     104.493261","      96.909250","      90.384096","      85.048890","      78.643154","      77.687541","      75.114599","      71.536465","      71.635891","      70.136148","    3170.436003"
