Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),Total Precip (in),Avg Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Max Air Temp (F),Avg Min Air Temp (F),Avg Air Temp (F),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F)
0,2,FivePoints,San Joaquin Valley,Jan 2013,1.75,0.52,230.0,7.0,56.6,31.8,43.3,89.0,49.0,71.0,34.4,4.3,46.8
1,2,FivePoints,San Joaquin Valley,Feb 2013,2.59,0.54,333.0,7.3,61.6,34.4,47.6,87.0,43.0,65.0,36.1,4.8,49.5
2,2,FivePoints,San Joaquin Valley,Mar 2013,4.82,0.9,439.0,9.0,72.3,44.5,58.1,79.0,33.0,55.0,41.2,5.8,56.1
3,2,FivePoints,San Joaquin Valley,Apr 2013,7.61,0.06,615.0,8.5,78.6,48.6,64.2,68.0,25.0,42.0,39.4,8.2,61.3
4,2,FivePoints,San Joaquin Valley,May 2013,8.85,0.04,663.0,9.2,83.7,52.4,69.0,64.0,22.0,38.0,41.6,7.7,67.7
5,2,FivePoints,San Joaquin Valley,Jun 2013,9.19,0.0,704.0,12.2,91.5,59.1,76.4,63.0,24.0,39.0,49.1,6.8,71.6
6,2,FivePoints,San Joaquin Valley,Jul 2013,9.09,0.02,663.0,13.2,97.3,63.0,80.5,62.0,21.0,37.0,51.7,5.3,76.5
7,2,FivePoints,San Joaquin Valley,Aug 2013,8.47,0.0,633.0,12.7,94.1,60.3,77.5,68.0,22.0,40.0,50.8,5.9,78.3
8,2,FivePoints,San Joaquin Valley,Sep 2013,6.72,0.0,524.0,11.3,87.5,56.1,71.7,67.0,24.0,42.0,47.0,6.3,73.2
9,2,FivePoints,San Joaquin Valley,Oct 2013,4.53,0.0,405.0,7.5,78.5,43.3,60.3,69.0,24.0,43.0,36.9,4.4,64.2
10,2,FivePoints,San Joaquin Valley,Nov 2013,2.49,0.18,234.0,7.5,69.0,38.7,52.6,77.0,34.0,55.0,36.5,4.2,57.9
11,2,FivePoints,San Joaquin Valley,Dec 2013,1.67,0.06,171.0,5.0,59.2,26.9,41.5,78.0,33.0,55.0,26.5,3.8,49.1
12,2,FivePoints,San Joaquin Valley,Jan 2014,2.15,0.1,214.0,6.3,65.5,34.0,48.3,75.0,35.0,55.0,32.4,3.8,51.8
13,2,FivePoints,San Joaquin Valley,Feb 2014,2.62,1.54,290.0,8.7,65.4,40.8,52.9,84.0,44.0,64.0,40.3,5.5,54.1
14,2,FivePoints,San Joaquin Valley,Mar 2014,4.78,0.69,437.0,8.9,72.3,45.2,58.6,78.0,34.0,54.0,40.9,6.1,58.6
15,2,FivePoints,San Joaquin Valley,Apr 2014,6.58,0.4,571.0,8.8,78.4,48.1,63.7,73.0,27.0,45.0,41.1,6.3,64.1
16,2,FivePoints,San Joaquin Valley,May 2014,9.17,0.0,686.0,8.2,85.3,54.0,70.9,56.0,20.0,33.0,38.9,7.2,67.7
17,2,FivePoints,San Joaquin Valley,Jun 2014,9.58,0.0,743.0,9.3,93.0,56.8,76.5,56.0,17.0,30.0,42.2,6.1,74.1
18,2,FivePoints,San Joaquin Valley,Jul 2014,9.2,0.0,664.0,12.8,97.2,64.7,81.7,58.0,21.0,35.0,50.7,5.7,79.2
19,2,FivePoints,San Joaquin Valley,Aug 2014,8.68,0.0,615.0,11.9,95.8,62.0,79.4,61.0,20.0,35.0,49.0,5.7,77.3
20,2,FivePoints,San Joaquin Valley,Sep 2014,6.8,0.0,543.0,11.8,91.9,59.5,75.7,64.0,23.0,40.0,48.6,5.6,76.4
21,2,FivePoints,San Joaquin Valley,Oct 2014,5.28,0.91,408.0,8.8,83.9,50.2,66.2,65.0,23.0,41.0,40.9,5.5,68.4
22,2,FivePoints,San Joaquin Valley,Nov 2014,1.94,0.19,217.0,9.9,68.1,41.6,53.6,90.0,45.0,70.0,44.0,3.6,60.8
23,2,FivePoints,San Joaquin Valley,Dec 2014,1.27,3.03,153.0,10.6,59.6,43.0,50.6,92.0,65.0,82.0,45.0,5.0,56.7
24,2,FivePoints,San Joaquin Valley,Jan 2015,1.2,0.19,171.0,8.8,57.7,37.0,46.1,94.0,62.0,81.0,40.5,3.3,50.9
25,2,FivePoints,San Joaquin Valley,Feb 2015,2.63,0.33,297.0,9.8,69.4,41.2,54.7,88.0,44.0,67.0,43.6,5.0,55.7
26,2,FivePoints,San Joaquin Valley,Mar 2015,5.28,0.04,457.0,8.8,76.9,45.6,61.3,75.0,29.0,49.0,41.1,5.7,59.3
27,2,FivePoints,San Joaquin Valley,Apr 2015,6.9,0.44,574.0,7.7,77.5,45.5,62.4,69.0,23.0,40.0,37.2,6.6,62.3
28,2,FivePoints,San Joaquin Valley,May 2015,7.43,0.47,621.0,9.4,81.3,51.4,66.7,74.0,25.0,43.0,42.4,5.7,66.5
29,2,FivePoints,San Joaquin Valley,Jun 2015,9.04,0.0,687.0,11.2,94.6,60.3,78.6,60.0,19.0,34.0,46.9,5.8,73.9
30,2,FivePoints,San Joaquin Valley,Jul 2015,8.91,0.06,645.0,13.2,94.3,63.6,79.4,65.0,24.0,39.0,51.7,6.0,78.2
31,2,FivePoints,San Joaquin Valley,Aug 2015,8.71,0.0,618.0,12.0,94.7,62.3,79.1,63.0,22.0,36.0,49.3,6.3,77.6
32,2,FivePoints,San Joaquin Valley,Sep 2015,6.89,0.0,500.0,9.3,91.5,58.0,75.1,55.0,18.0,32.0,42.2,5.6,74.0
33,2,FivePoints,San Joaquin Valley,Oct 2015,4.59,0.26,379.0,11.6,83.4,54.2,68.0,73.0,30.0,49.0,47.7,4.9,70.8
34,2,FivePoints,San Joaquin Valley,Nov 2015,2.33,0.72,266.0,7.8,63.6,35.4,48.5,88.0,41.0,66.0,37.4,4.7,58.4
35,2,FivePoints,San Joaquin Valley,Dec 2015,1.47,1.19,175.0,7.3,57.0,32.7,44.2,90.0,51.0,73.0,35.9,4.9,51.1
36,2,FivePoints,San Joaquin Valley,Jan 2016,1.41,3.2,178.0,9.6,58.7,40.9,49.2,93.0,63.0,80.0,43.3,4.9,51.7
37,2,FivePoints,San Joaquin Valley,Feb 2016,3.02,0.02,345.0,9.2,67.8,39.7,53.0,88.0,42.0,67.0,42.0,4.7,53.2
38,2,FivePoints,San Joaquin Valley,Mar 2016,4.22,1.28,392.0,9.7,70.1,43.2,57.6,83.0,38.0,59.0,43.1,6.0,58.2
39,2,FivePoints,San Joaquin Valley,Apr 2016,6.25,0.44,521.0,9.2,77.6,49.7,63.6,73.0,29.0,47.0,41.7,6.8,63.4
40,2,FivePoints,San Joaquin Valley,May 2016,7.75,0.47,623.0,10.7,83.0,53.3,69.0,74.0,27.0,45.0,46.0,6.1,68.3
41,2,FivePoints,San Joaquin Valley,Jun 2016,9.74,0.0,711.0,9.8,93.9,59.4,78.0,57.0,17.0,30.0,43.6,6.8,72.0
42,2,FivePoints,San Joaquin Valley,Jul 2016,9.91,0.0,723.0,10.5,97.9,60.9,80.6,58.0,16.0,30.0,45.8,5.7,74.4
43,2,FivePoints,San Joaquin Valley,Aug 2016,8.8,0.0,634.0,10.7,96.6,60.6,79.4,62.0,16.0,31.0,46.1,5.2,75.3
44,2,FivePoints,San Joaquin Valley,Sep 2016,6.79,0.0,536.0,8.8,90.9,53.7,72.9,61.0,17.0,32.0,41.2,4.8,73.6
45,2,FivePoints,San Joaquin Valley,Oct 2016,4.45,0.68,373.0,9.8,78.8,48.8,63.6,73.0,30.0,49.0,43.6,5.4,67.8
46,2,FivePoints,San Joaquin Valley,Nov 2016,2.24,1.04,232.0,10.2,69.3,43.1,55.1,87.0,45.0,69.0,44.6,4.3,61.8
47,2,FivePoints,San Joaquin Valley,Dec 2016,1.36,0.93,165.0,8.0,56.8,35.7,45.6,90.0,53.0,74.0,37.9,4.7,53.0
48,2,FivePoints,San Joaquin Valley,Jan 2017,1.36,1.65,196.0,8.7,56.7,37.1,47.0,91.0,60.0,78.0,40.6,5.2,50.8
49,2,FivePoints,San Joaquin Valley,Feb 2017,1.89,2.66,222.0,10.1,62.2,43.6,52.6,90.0,51.0,73.0,44.1,6.4,54.3
50,2,FivePoints,San Joaquin Valley,Mar 2017,4.24,1.19,376.0,9.5,70.1,43.2,56.6,84.0,38.0,60.0,42.6,6.2,56.6
51,2,FivePoints,San Joaquin Valley,Apr 2017,6.23,0.42,516.0,8.6,74.2,46.8,61.0,74.0,27.0,47.0,39.9,7.8,59.8
52,2,FivePoints,San Joaquin Valley,May 2017,8.26,0.22,642.0,10.1,83.5,52.8,69.1,71.0,24.0,42.0,44.3,6.7,65.8
53,2,FivePoints,San Joaquin Valley,Jun 2017,9.18,0.0,699.0,12.4,92.2,59.0,76.8,68.0,23.0,39.0,49.4,6.4,71.7
54,2,FivePoints,San Joaquin Valley,Jul 2017,9.57,0.0,681.0,12.5,97.9,62.6,81.5,65.0,19.0,34.0,50.3,5.4,75.3
55,2,FivePoints,San Joaquin Valley,Aug 2017,8.18,0.0,553.0,13.8,96.1,64.3,80.8,66.0,24.0,39.0,53.0,5.4,77.5
56,2,FivePoints,San Joaquin Valley,Sep 2017,6.08,0.0,465.0,12.3,88.5,57.3,73.4,70.0,25.0,42.0,48.1,5.2,74.5
57,2,FivePoints,San Joaquin Valley,Oct 2017,4.52,0.06,339.0,7.8,80.5,44.2,61.9,70.0,22.0,41.0,37.5,4.9,65.0
58,2,FivePoints,San Joaquin Valley,Nov 2017,2.35,0.19,231.0,9.5,69.6,42.9,55.4,84.0,42.0,64.0,42.9,4.7,61.4
59,2,FivePoints,San Joaquin Valley,Dec 2017,2.14,0.05,233.0,5.4,61.6,30.2,44.1,77.0,33.0,55.0,28.8,4.1,52.3
60,5,Shafter,San Joaquin Valley,Sep 2013,3.27,0.0,507.0,12.6,84.5,51.6,67.9,87.0,28.0,54.0,50.2,3.0,74.3
61,5,Shafter,San Joaquin Valley,Oct 2013,3.81,0.0,377.0,9.4,77.8,42.9,59.1,87.0,28.0,55.0,42.8,2.9,66.8
62,5,Shafter,San Joaquin Valley,Nov 2013,2.04,0.63,256.0,8.3,65.8,36.3,49.5,93.0,40.0,69.0,39.4,2.5,60.2
63,5,Shafter,San Joaquin Valley,Dec 2013,1.61,0.19,232.0,5.6,55.1,25.5,38.6,96.0,38.0,69.0,29.3,2.7,51.4
64,5,Shafter,San Joaquin Valley,Jan 2014,2.12,0.02,233.0,6.3,63.2,31.2,46.1,88.0,34.0,61.0,32.4,3.1,51.3
65,5,Shafter,San Joaquin Valley,Feb 2014,2.14,0.71,284.0,8.4,61.9,37.3,49.4,93.0,44.0,69.0,39.6,3.4,55.4
66,5,Shafter,San Joaquin Valley,Mar 2014,4.01,0.41,431.0,8.9,68.0,41.1,54.2,91.0,36.0,63.0,41.4,3.9,59.6
67,5,Shafter,San Joaquin Valley,Apr 2014,5.64,0.38,566.0,10.0,75.3,46.9,61.3,85.0,31.0,55.0,44.3,4.0,64.8
68,5,Shafter,San Joaquin Valley,May 2014,7.68,0.01,676.0,10.7,84.6,53.0,69.4,78.0,23.0,44.0,46.1,4.1,70.7
69,5,Shafter,San Joaquin Valley,Jun 2014,8.25,0.0,724.0,12.9,91.6,57.6,75.4,78.0,23.0,43.0,50.8,3.7,75.3
70,5,Shafter,San Joaquin Valley,Jul 2014,7.82,0.0,631.0,17.1,95.3,64.5,80.0,79.0,30.0,49.0,58.7,3.3,80.0
71,5,Shafter,San Joaquin Valley,Aug 2014,7.28,0.0,593.0,15.4,93.4,61.8,78.1,80.0,27.0,47.0,56.0,3.4,80.8
72,5,Shafter,San Joaquin Valley,Sep 2014,5.73,0.0,506.0,14.5,90.5,58.7,74.6,80.0,29.0,50.0,54.4,3.1,77.4
73,5,Shafter,San Joaquin Valley,Oct 2014,3.92,0.49,379.0,11.8,82.6,48.9,64.6,87.0,30.0,57.0,48.9,2.8,71.0
74,5,Shafter,San Joaquin Valley,Nov 2014,1.86,0.18,250.0,8.8,62.8,36.1,48.3,95.0,47.0,76.0,40.9,2.6,62.1
75,5,Shafter,San Joaquin Valley,Dec 2014,1.07,2.34,176.0,6.7,49.2,29.3,38.3,98.0,60.0,83.0,33.7,3.3,57.1
76,5,Shafter,San Joaquin Valley,Jan 2015,1.05,0.38,176.0,10.5,56.0,37.8,45.9,99.0,65.0,88.0,42.2,3.0,53.0
77,5,Shafter,San Joaquin Valley,Feb 2015,2.31,0.82,291.0,11.1,70.0,43.9,56.0,96.0,45.0,73.0,47.2,3.4,57.3
78,5,Shafter,San Joaquin Valley,Mar 2015,4.52,0.2,449.0,11.0,76.5,46.3,61.0,91.0,33.0,61.0,47.0,3.4,63.4
79,5,Shafter,San Joaquin Valley,Apr 2015,5.88,0.13,582.0,9.5,76.7,46.0,61.8,83.0,28.0,51.0,42.8,4.1,65.8
80,5,Shafter,San Joaquin Valley,May 2015,7.01,0.14,614.0,10.8,80.5,52.4,66.5,79.0,29.0,49.0,46.3,4.4,71.2
81,5,Shafter,San Joaquin Valley,Jun 2015,7.78,0.02,666.0,15.0,93.2,61.3,77.6,79.0,26.0,46.0,55.1,3.6,78.0
82,5,Shafter,San Joaquin Valley,Jul 2015,7.8,0.02,640.0,16.4,92.5,64.3,78.9,78.0,31.0,49.0,57.8,3.7,82.2
83,5,Shafter,San Joaquin Valley,Aug 2015,7.21,0.0,590.0,15.5,93.7,61.2,77.8,81.0,28.0,48.0,56.3,3.1,81.8
84,5,Shafter,San Joaquin Valley,Sep 2015,5.68,0.02,497.0,13.2,90.8,57.6,74.1,81.0,24.0,46.0,51.7,3.0,78.7
85,5,Shafter,San Joaquin Valley,Oct 2015,3.72,0.96,366.0,14.2,82.6,54.1,67.0,90.0,36.0,61.0,52.9,2.8,74.0
86,5,Shafter,San Joaquin Valley,Nov 2015,2.12,0.26,275.0,8.5,64.7,35.9,48.7,96.0,41.0,72.0,39.8,2.7,61.3
87,5,Shafter,San Joaquin Valley,Dec 2015,1.46,0.59,205.0,7.5,58.0,32.3,44.1,95.0,46.0,75.0,36.7,3.0,53.6
88,5,Shafter,San Joaquin Valley,Jan 2016,1.24,1.15,168.0,9.6,59.3,39.5,48.6,96.0,59.0,82.0,43.2,3.4,52.9
89,5,Shafter,San Joaquin Valley,Feb 2016,2.67,0.94,329.0,10.0,68.3,39.6,53.0,95.0,43.0,72.0,44.1,3.4,54.8
90,5,Shafter,San Joaquin Valley,Mar 2016,4.06,0.08,419.0,10.5,70.8,44.6,57.4,91.0,38.0,65.0,45.4,4.0,59.7
91,5,Shafter,San Joaquin Valley,Apr 2016,5.47,1.51,539.0,11.0,77.0,49.9,63.0,86.0,32.0,56.0,46.6,4.1,66.0
92,5,Shafter,San Joaquin Valley,May 2016,7.39,0.07,624.0,12.1,83.4,56.2,69.7,79.0,28.0,49.0,49.3,4.5,72.3
93,5,Shafter,San Joaquin Valley,Jun 2016,8.15,0.0,702.0,14.0,93.6,59.7,77.5,76.0,22.0,43.0,53.2,3.6,78.4
94,5,Shafter,San Joaquin Valley,Jul 2016,8.43,0.0,690.0,14.8,95.8,61.9,79.5,77.0,23.0,43.0,54.9,3.3,81.1
95,5,Shafter,San Joaquin Valley,Aug 2016,7.47,0.0,620.0,14.7,94.6,60.9,77.9,80.0,25.0,45.0,54.7,3.0,81.4
96,5,Shafter,San Joaquin Valley,Sep 2016,5.99,0.0,520.0,11.6,89.8,55.5,72.6,77.0,22.0,42.0,48.3,3.4,76.9
97,5,Shafter,San Joaquin Valley,Oct 2016,3.72,0.39,369.0,11.9,79.0,49.0,63.4,89.0,34.0,60.0,49.0,3.2,70.8
98,5,Shafter,San Joaquin Valley,Nov 2016,2.17,0.16,266.0,11.0,71.8,42.0,55.5,96.0,42.0,73.0,46.6,2.7,64.1
99,5,Shafter,San Joaquin Valley,Dec 2016,1.25,1.89,183.0,9.0,57.9,36.1,46.1,99.0,58.0,84.0,41.3,3.0,55.1
100,5,Shafter,San Joaquin Valley,Jan 2017,1.45,1.69,203.0,9.9,58.9,40.3,48.9,99.0,59.0,84.0,43.7,3.6,53.5
101,5,Shafter,San Joaquin Valley,Feb 2017,1.84,1.51,250.0,11.7,63.7,45.2,53.8,99.0,54.0,79.0,46.2,4.1,56.8
102,5,Shafter,San Joaquin Valley,Mar 2017,3.96,0.35,433.0,12.1,70.4,45.2,57.4,99.0,42.0,71.0,47.8,3.7,60.0
103,5,Shafter,San Joaquin Valley,Apr 2017,5.58,0.38,542.0,10.4,74.9,47.3,61.2,93.0,31.0,57.0,45.2,4.6,63.8
104,5,Shafter,San Joaquin Valley,May 2017,7.2,0.07,616.0,12.0,82.7,55.1,69.1,85.0,28.0,49.0,48.9,4.6,73.1
105,5,Shafter,San Joaquin Valley,Jun 2017,8.22,0.0,697.0,15.9,92.7,61.6,77.8,86.0,26.0,48.0,55.6,4.0,79.2
106,5,Shafter,San Joaquin Valley,Jul 2017,8.63,0.0,678.0,16.8,97.5,66.3,82.4,86.0,23.0,45.0,58.4,3.5,82.7
107,5,Shafter,San Joaquin Valley,Aug 2017,7.19,0.0,573.0,17.9,95.9,66.7,81.2,92.0,27.0,50.0,60.4,3.2,83.1
108,5,Shafter,San Joaquin Valley,Sep 2017,5.67,0.24,500.0,14.7,88.4,58.4,73.0,91.0,27.0,51.0,53.4,3.4,78.5
109,5,Shafter,San Joaquin Valley,Oct 2017,4.09,0.01,393.0,9.8,80.6,44.7,61.6,93.0,25.0,53.0,43.7,3.0,68.3
110,5,Shafter,San Joaquin Valley,Nov 2017,2.15,0.07,258.0,11.1,69.8,41.9,55.1,99.0,43.0,75.0,47.0,2.6,63.0
111,5,Shafter,San Joaquin Valley,Dec 2017,1.73,0.04,227.0,6.7,62.2,29.9,43.9,99.0,35.0,69.0,34.0,2.6,53.3
112,6,Davis,Sacramento Valley,Jan 2013,1.72,0.78,248.0,6.8,55.6,32.3,42.6,90.0,48.0,72.0,33.8,4.1,45.2
113,6,Davis,Sacramento Valley,Feb 2013,2.92,0.16,360.0,6.9,62.5,34.9,48.1,86.0,37.0,61.0,34.6,6.0,47.7
114,6,Davis,Sacramento Valley,Mar 2013,4.38,1.02,442.0,9.1,69.7,42.1,55.6,86.0,38.0,60.0,41.3,5.9,53.4
115,6,Davis,Sacramento Valley,Apr 2013,7.38,0.57,589.0,9.2,78.0,50.2,63.7,75.0,28.0,48.0,41.3,8.5,59.2
116,6,Davis,Sacramento Valley,May 2013,8.07,0.0,648.0,10.8,82.2,53.1,67.5,77.0,28.0,48.0,45.7,6.9,64.5
117,6,Davis,Sacramento Valley,Jun 2013,7.86,0.0,672.0,13.9,87.4,57.2,72.0,83.0,32.0,52.0,52.6,6.2,69.7
118,6,Davis,Sacramento Valley,Jul 2013,8.41,0.0,696.0,15.1,91.3,57.1,73.0,85.0,30.0,54.0,55.4,5.6,73.6
119,6,Davis,Sacramento Valley,Aug 2013,7.19,0.0,618.0,15.0,89.6,56.1,71.7,88.0,30.0,57.0,55.4,5.2,72.2
120,6,Davis,Sacramento Valley,Sep 2013,5.69,0.64,478.0,13.3,84.9,56.0,69.7,81.0,33.0,54.0,51.5,6.0,69.7
121,6,Davis,Sacramento Valley,Oct 2013,4.81,0.0,383.0,8.1,77.8,47.4,61.5,68.0,26.0,45.0,38.8,5.7,62.0
122,6,Davis,Sacramento Valley,Nov 2013,2.89,0.73,237.0,8.0,68.1,43.5,54.5,76.0,37.0,56.0,38.0,5.8,56.5
123,6,Davis,Sacramento Valley,Dec 2013,2.21,0.38,215.0,5.6,59.7,31.9,44.4,80.0,33.0,56.0,28.9,5.0,48.4
124,6,Davis,Sacramento Valley,Jan 2014,2.4,0.09,228.0,6.2,66.6,36.0,50.1,75.0,30.0,50.0,31.2,4.4,52.0
125,6,Davis,Sacramento Valley,Feb 2014,1.91,4.04,249.0,10.4,63.0,44.9,53.3,92.0,55.0,75.0,44.8,5.9,55.2
126,6,Davis,Sacramento Valley,Mar 2014,3.97,1.53,391.0,10.2,69.5,47.2,57.8,85.0,43.0,63.0,44.4,6.6,57.7
127,6,Davis,Sacramento Valley,Apr 2014,5.57,1.85,545.0,11.2,75.6,48.1,61.3,90.0,37.0,61.0,47.2,5.5,60.8
128,6,Davis,Sacramento Valley,May 2014,8.15,0.01,671.0,10.5,84.0,53.2,68.3,76.0,26.0,45.0,45.4,6.6,64.4
129,6,Davis,Sacramento Valley,Jun 2014,8.68,0.01,722.0,12.9,89.9,55.1,72.1,82.0,26.0,48.0,51.2,6.4,69.2
130,6,Davis,Sacramento Valley,Jul 2014,8.49,0.0,674.0,15.1,92.7,60.0,75.1,81.0,28.0,51.0,55.6,6.1,73.2
131,6,Davis,Sacramento Valley,Aug 2014,7.06,0.01,585.0,15.2,89.5,57.7,72.5,85.0,32.0,56.0,55.6,5.6,73.0
132,6,Davis,Sacramento Valley,Sep 2014,5.65,0.42,495.0,14.0,88.4,56.3,71.3,85.0,29.0,54.0,53.4,5.1,71.4
133,6,Davis,Sacramento Valley,Oct 2014,4.24,0.83,354.0,11.2,81.6,51.4,66.2,77.0,31.0,52.0,46.8,5.0,65.7
134,6,Davis,Sacramento Valley,Nov 2014,1.84,1.3,208.0,10.8,65.7,44.4,54.4,94.0,53.0,75.0,46.0,3.8,58.0
135,6,Davis,Sacramento Valley,Dec 2014,1.09,8.32,133.0,11.9,58.5,47.2,52.0,96.0,73.0,87.0,47.5,5.8,55.4
136,6,Davis,Sacramento Valley,Jan 2015,1.53,0.06,214.0,9.7,59.9,38.9,48.2,98.0,63.0,84.0,43.3,3.7,50.1
137,6,Davis,Sacramento Valley,Feb 2015,2.36,2.67,302.0,11.1,66.0,44.2,54.5,95.0,55.0,76.0,46.5,5.1,54.2
138,6,Davis,Sacramento Valley,Mar 2015,4.44,0.25,440.0,10.8,74.2,46.3,59.6,90.0,37.0,62.0,46.1,4.6,56.4
139,6,Davis,Sacramento Valley,Apr 2015,6.2,0.91,584.0,9.4,75.7,46.4,60.7,81.0,30.0,52.0,42.1,6.2,58.5
140,6,Davis,Sacramento Valley,May 2015,7.06,0.02,651.0,11.6,77.7,50.1,62.8,86.0,37.0,59.0,48.3,6.6,63.5
141,6,Davis,Sacramento Valley,Jun 2015,8.16,0.0,697.0,14.3,91.8,56.9,73.6,83.0,28.0,51.0,54.0,5.3,69.9
142,6,Davis,Sacramento Valley,Jul 2015,8.35,0.0,660.0,14.9,91.8,60.3,74.7,81.0,30.0,52.0,55.2,6.1,73.4
143,6,Davis,Sacramento Valley,Aug 2015,7.46,0.01,605.0,13.9,91.9,57.7,73.8,82.0,25.0,50.0,53.3,5.2,73.5
144,6,Davis,Sacramento Valley,Sep 2015,5.67,0.07,469.0,11.4,88.8,56.0,71.2,73.0,24.0,45.0,47.4,5.1,69.7
145,6,Davis,Sacramento Valley,Oct 2015,4.21,0.19,345.0,12.0,83.6,54.3,67.8,79.0,31.0,52.0,49.0,4.7,67.6
146,6,Davis,Sacramento Valley,Nov 2015,2.23,1.48,243.0,8.4,61.8,39.5,50.1,85.0,45.0,66.0,38.4,5.2,52.6
147,6,Davis,Sacramento Valley,Dec 2015,1.28,1.45,161.0,8.7,55.5,37.9,46.7,92.0,59.0,78.0,39.8,5.7,49.7
148,6,Davis,Sacramento Valley,Jan 2016,1.15,5.12,147.0,10.5,56.5,43.4,49.5,95.0,70.0,85.0,44.9,5.8,50.4
149,6,Davis,Sacramento Valley,Feb 2016,2.61,0.72,312.0,10.3,66.7,41.7,53.7,94.0,50.0,73.0,44.8,4.7,52.2
150,6,Davis,Sacramento Valley,Mar 2016,3.36,4.78,366.0,11.4,67.1,46.5,56.4,94.0,52.0,73.0,47.5,6.0,56.0
151,6,Davis,Sacramento Valley,Apr 2016,5.56,0.28,546.0,10.5,75.7,48.7,62.0,84.0,35.0,56.0,45.2,4.9,60.9
152,6,Davis,Sacramento Valley,May 2016,7.04,0.87,601.0,12.1,81.1,53.8,67.0,83.0,34.0,55.0,49.4,5.6,66.5
153,6,Davis,Sacramento Valley,Jun 2016,8.32,0.01,701.0,12.9,89.9,56.1,72.8,77.0,26.0,47.0,51.0,5.6,71.6
154,6,Davis,Sacramento Valley,Jul 2016,8.65,0.01,715.0,13.6,91.9,57.1,73.7,79.0,27.0,48.0,52.7,5.5,74.4
155,6,Davis,Sacramento Valley,Aug 2016,7.27,0.48,610.0,13.8,90.8,54.6,71.0,83.0,27.0,53.0,53.1,4.8,72.9
156,6,Davis,Sacramento Valley,Sep 2016,5.8,0.03,492.0,11.5,87.9,53.6,69.5,74.0,25.0,47.0,48.0,4.7,69.1
157,6,Davis,Sacramento Valley,Oct 2016,3.14,1.94,291.0,11.9,74.3,50.4,61.8,85.0,43.0,64.0,48.6,5.1,63.1
158,6,Davis,Sacramento Valley,Nov 2016,1.73,1.54,223.0,11.7,65.2,45.1,54.6,96.0,58.0,79.0,48.1,3.8,58.4
159,6,Davis,Sacramento Valley,Dec 2016,1.37,2.6,175.0,8.2,54.9,36.1,45.0,95.0,58.0,79.0,38.4,5.2,49.6
160,6,Davis,Sacramento Valley,Jan 2017,1.26,10.95,168.0,9.2,54.1,39.7,46.3,98.0,66.0,85.0,41.9,6.8,48.0
161,6,Davis,Sacramento Valley,Feb 2017,1.57,7.65,233.0,11.3,59.8,44.8,52.1,97.0,66.0,83.0,46.8,6.7,52.2
162,6,Davis,Sacramento Valley,Mar 2017,3.88,2.76,406.0,11.4,68.0,46.4,56.7,94.0,50.0,73.0,47.6,5.9,54.8
163,6,Davis,Sacramento Valley,Apr 2017,4.92,2.55,483.0,10.6,70.2,48.8,59.3,88.0,41.0,63.0,45.6,6.2,57.7
164,6,Davis,Sacramento Valley,May 2017,7.76,0.0,661.0,11.7,82.1,52.4,67.0,80.0,32.0,52.0,48.2,6.5,64.6
165,6,Davis,Sacramento Valley,Jun 2017,8.03,0.75,698.0,12.9,89.5,57.2,73.5,81.0,25.0,54.0,52.1,5.6,71.1
166,6,Davis,Sacramento Valley,Jul 2017,8.68,0.01,706.0,15.1,94.7,57.9,75.6,81.0,26.0,50.0,55.6,4.9,75.5
167,6,Davis,Sacramento Valley,Aug 2017,7.3,0.01,590.0,16.3,92.9,59.8,74.7,84.0,33.0,56.0,57.6,4.9,75.0
168,6,Davis,Sacramento Valley,Sep 2017,5.6,0.0,463.0,13.8,87.6,58.6,72.5,73.0,31.0,50.0,51.7,4.9,72.4
169,6,Davis,Sacramento Valley,Oct 2017,3.97,0.15,367.0,8.8,79.6,47.8,63.0,71.0,26.0,45.0,40.3,3.0,62.3
170,6,Davis,Sacramento Valley,Nov 2017,1.35,1.22,198.0,11.6,63.8,45.7,54.3,94.0,60.0,80.0,48.0,2.4,58.0
171,6,Davis,Sacramento Valley,Dec 2017,1.68,0.03,209.0,6.8,60.7,34.1,46.5,87.0,41.0,64.0,34.3,2.5,49.3
172,7,Firebaugh/Telles,San Joaquin Valley,Jan 2013,1.27,0.77,196.0,8.1,55.5,32.8,43.4,92.0,65.0,83.0,38.5,2.6,44.6
173,7,Firebaugh/Telles,San Joaquin Valley,Feb 2013,2.25,0.39,317.0,8.6,62.5,34.7,47.9,90.0,55.0,75.0,40.2,3.0,48.9
174,7,Firebaugh/Telles,San Joaquin Valley,Mar 2013,3.93,0.71,429.0,11.6,72.6,44.9,58.3,88.0,47.0,69.0,47.9,3.4,57.6
175,7,Firebaugh/Telles,San Joaquin Valley,Apr 2013,6.09,0.12,587.0,11.4,78.6,48.8,64.1,80.0,37.0,56.0,47.2,4.5,64.5
176,7,Firebaugh/Telles,San Joaquin Valley,May 2013,7.14,0.13,630.0,12.7,83.3,53.8,68.9,77.0,36.0,53.0,49.9,4.3,69.2
