,County,Year,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F)
50,El Dorado,2020,80.21000000000002,32.7,479.1480686695279,9.936695278969951,113.9,28.7,62.07532188841202,100.0,6.0,54.371244635193136,43.18175965665239,4.462660944206008,59.61502145922744
51,Fresno,2013,504.3999999999992,23.589999999999982,459.08089500860586,10.266792842395057,109.1,13.9,62.67023399862347,100.0,6.0,53.01776384535005,43.453187042842075,4.598176187198896,62.66254733218598
52,Fresno,2014,507.32999999999873,50.57000000000002,451.1370100589664,10.69812695109263,110.2,25.7,65.57390700902164,100.0,1.0,51.70107751129649,45.08022245394502,4.622199098161635,65.0650589868147
53,Fresno,2015,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100.0,0.0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688
54,Fresno,2016,492.14000000000004,83.72000000000001,442.55122950819674,10.415027322404375,109.9,23.9,64.09067622950799,100.0,0.0,54.42950481430537,44.95381705639607,4.422096994535517,65.11360568383652
55,Fresno,2017,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100.0,6.0,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604
56,Fresno,2018,484.2999999999995,58.330000000000005,459.4931746587329,10.396009800490022,106.7,22.7,63.64784739236967,100.0,0.0,53.16135806790339,44.4140357017851,4.296394819741001,64.42849142457133
57,Fresno,2019,465.42999999999955,77.31000000000003,464.2555034283652,10.797149043666558,108.7,22.8,63.23367015517857,100.0,1.0,55.79971129556117,45.394117647058785,4.5240346445326685,64.73922771562614
58,Fresno,2020,377.2300000000009,31.659999999999975,522.5784823284823,11.409355509355503,112.8,21.8,66.54106029106033,100.0,0.0,52.9054054054054,46.96003118503124,4.598336798336798,67.7939708939708
59,Humboldt,2019,12.209999999999983,12.069999999999997,314.3943661971831,12.729577464788736,78.2,29.6,53.592253521126736,100.0,36.0,88.7605633802817,50.28169014084508,5.2098591549295765,58.56971830985916
60,Humboldt,2020,28.55000000000002,16.24,414.4828897338403,12.501140684410641,78.2,29.2,52.410266159695766,100.0,49.0,91.24809160305344,49.84961832061065,5.41749049429658,58.76197718631177
69,Inyo,2013,61.22000000000005,3.739999999999998,480.2518315018315,5.524495412844044,110.1,1.7,58.40091575091577,100.0,0.0,32.9196675900277,27.056232686980614,6.208882783882777,56.91650692225777
70,Inyo,2014,60.579999999999984,9.499999999999998,477.09383886255927,5.778812785388131,107.1,6.4,60.20722781335781,100.0,3.0,33.47037037037037,28.59777777777774,6.096255707762554,61.54949026876736
71,Inyo,2015,61.639999999999965,8.70999999999999,489.50867579908675,5.965114155251144,107.1,3.8,59.53244729605868,100.0,3.0,34.06809701492537,28.77285447761194,6.152511415525114,61.19616438356167
72,Inyo,2016,61.960000000000036,8.609999999999989,497.1731996353692,5.6954421148587056,109.9,3.8,60.09488117001819,100.0,3.0,34.36077705827937,28.764847363552292,6.137374658158619,61.215223336371864
73,Inyo,2017,58.610000000000056,18.95,497.4321462945139,6.527237728585181,109.1,5.9,59.456111645813294,100.0,2.0,37.53748782862707,31.340701071080773,6.069008662175159,59.84167468719917
74,Inyo,2018,59.010000000000005,2.7800000000000002,480.064606741573,6.2561797752808985,104.7,9.6,56.6609550561798,100.0,3.0,36.70786516853933,29.234550561797757,3.3626404494382025,58.27752808988766
75,Inyo,2019,59.68000000000008,6.839999999999996,468.2369791666667,6.12473958333333,99.0,8.7,54.60130208333334,100.0,0.0,39.872395833333336,25.773177083333362,3.1812499999999964,55.92317708333329
76,Inyo,2020,51.42000000000003,1.3100000000000003,539.7913669064748,6.424820143884892,101.7,9.6,60.31978417266189,99.0,4.0,34.28776978417266,30.90287769784172,3.6694244604316566,57.97050359712229
77,Kern,2013,200.76000000000013,9.389999999999999,453.06083333333333,10.111435726210342,108.6,17.3,62.23619683069218,100.0,-17.0,52.54553049289891,43.29582289055975,3.970033388981641,63.40033333333318
78,Kern,2014,254.59000000000046,72.4900000000002,462.0191912268677,10.716997943797132,106.4,19.3,64.85802469135807,100.0,6.0,52.375,45.24869505494504,4.012268677176147,66.26995884773658
79,Kern,2015,242.74000000000004,18.569999999999993,455.1335187760779,11.443949930458956,106.8,19.0,64.45873347251222,100.0,8.0,56.0266106442577,46.875770308123236,3.939777468706538,66.62018881626724
80,Kern,2016,246.94000000000057,25.01000000000001,450.8907967032967,11.088118131868136,111.2,21.8,64.56009615384613,100.0,6.0,55.90545203588682,46.5664364640883,3.9370192307692267,66.05329670329668
81,Kern,2017,242.29,15.479999999999986,443.04536082474226,11.488109965635735,110.9,10.5,64.62175414364631,100.0,6.0,55.6711079943899,46.779593267882255,3.965498281786947,67.28368891947682
82,Kern,2018,235.79000000000065,20.56999999999998,450.75719298245616,10.556350877192994,106.2,20.0,63.17740350877176,100.0,4.0,53.57333333333333,44.426736842105285,4.144701754385975,65.66687719298258
83,Kern,2019,296.76000000000033,64.22999999999999,479.12663495838285,10.219916765755046,108.8,19.0,64.10856123662305,100.0,3.0,51.12068965517241,43.39120095124851,4.442925089179549,66.40677764565986
84,Kern,2020,259.8300000000005,27.59999999999998,525.2734314484895,10.503330751355547,115.1,20.7,66.9905499612703,100.0,0.0,48.553059643687064,44.25050348567004,4.510069713400464,68.9632842757552
85,Kings,2013,67.06999999999992,2.24,464.831955922865,9.948626373626375,105.9,18.8,63.26236263736261,100.0,13.0,49.52197802197802,42.82884615384618,5.293131868131871,62.03461538461542
86,Kings,2014,66.72000000000001,5.139999999999996,461.2630136986301,10.515342465753426,108.2,26.7,66.12904109589041,100.0,0.0,50.298630136986304,45.017534246575345,4.9147945205479475,65.69643835616434
87,Kings,2015,63.50999999999998,4.199999999999999,446.15342465753423,10.98520547945205,106.1,23.9,64.9569863013699,100.0,0.0,54.11019283746556,45.978236914600565,4.950410958904105,64.91287671232877
88,Kings,2016,65.42000000000004,6.509999999999998,456.14207650273227,11.040983606557372,107.4,25.7,65.14043715846996,100.0,10.0,55.70879120879121,46.663186813186805,5.089344262295085,64.97513661202187
89,Kings,2017,65.17000000000009,5.259999999999999,461.56111111111113,11.113927576601672,108.4,22.7,64.6455555555556,100.0,9.0,54.82072829131653,46.15378151260503,5.131476323119779,63.40083333333335
90,Kings,2018,63.59999999999995,3.3799999999999994,453.1022099447514,10.674861878453042,105.2,25.8,64.41325966850826,100.0,0.0,53.5939226519337,45.23066298342544,5.008839779005521,64.29502762430943
91,Kings,2019,59.34,9.789999999999997,416.14246575342463,11.111506849315068,106.3,25.3,63.924657534246606,100.0,9.0,56.64931506849315,46.34876712328765,5.026575342465746,64.60712328767124
92,Kings,2020,49.16999999999996,2.979999999999999,523.0325203252032,12.001626016260163,110.3,25.8,66.8630081300813,100.0,0.0,54.113821138211385,47.97439024390246,5.098373983739835,65.18373983739835
93,Los Angeles,2013,585.5699999999993,40.279999999999994,448.6434279415817,10.350647204626803,110.5,9.6,62.793248828878525,100.0,0.0,51.038658328595794,41.9098351335986,4.157583264519675,63.35875530410175
94,Los Angeles,2014,595.839999999999,73.95000000000002,452.8824013157895,10.88394520547945,107.7,16.1,64.88327382587204,100.0,0.0,52.518746502518184,44.50887209627766,3.8651602300739576,65.04024848309743
95,Los Angeles,2015,584.7099999999999,69.36000000000001,436.30461133069826,11.234466403162047,108.4,11.5,64.21257263602746,100.0,6.0,53.83029978586724,45.10661311914319,3.7803425559947295,65.06266629711752
96,Los Angeles,2016,581.3299999999966,113.44000000000023,454.61280402571987,11.208711484593822,111.9,12.7,64.25026798307483,100.0,1.0,55.23369878822851,44.786728216964725,3.805883993307309,64.30126618705056
97,Los Angeles,2017,582.9700000000014,142.26000000000028,458.0195911413969,11.504747015349604,111.9,14.1,64.75264361246067,100.0,1.0,55.37239117471675,45.149045915325,3.797156667614456,64.34606936416179
98,Los Angeles,2018,633.7699999999984,101.31000000000004,467.3876404494382,11.00730337078654,113.9,15.7,63.84272216547512,100.0,0.0,53.07124616956077,44.40209397344221,3.9528855975485198,64.69908069458626
99,Los Angeles,2019,553.7700000000013,196.67999999999992,454.3899560922064,11.335647639956079,119.8,12.5,62.013611416026386,100.0,2.0,59.339462129527995,45.58479692645445,4.074972557628975,62.88644346871567
100,Los Angeles,2020,490.4900000000004,58.51000000000002,515.501320256507,11.967936627687656,121.2,16.0,66.0809128630706,100.0,1.0,55.49830252734817,47.50380988306298,4.184194643530731,64.98012070916658
101,Marin,2013,101.92999999999988,10.749999999999996,441.2925824175824,10.623214285714292,99.9,16.8,55.67032967032967,100.0,-5.0,69.30013831258644,45.20843706777316,4.45631868131868,59.98804945054945
102,Marin,2014,97.52000000000002,39.11000000000002,423.1013698630137,12.200273972602742,99.5,23.0,57.839972337482756,100.0,9.0,73.75069252077563,49.00138504155121,4.219726027397261,63.109178082191725
103,Marin,2015,100.56999999999998,15.249999999999988,442.7668097281831,12.14563662374821,100.0,21.1,58.30717360114786,100.0,10.0,72.23959827833572,48.983213773314134,4.431473533619457,64.02234957020052
104,Marin,2016,95.31999999999998,41.38000000000001,417.8606557377049,12.01393442622951,98.4,22.8,57.35759233926122,98.0,13.0,74.50343878954608,48.932462173314946,4.159016393442618,62.94030054644808
105,Marin,2017,94.38999999999994,78.65000000000002,418.87168758716876,11.661506276150623,107.4,22.7,57.39033613445377,99.0,10.0,71.95163584637268,47.65519203413939,3.3555090655509074,61.94198047419806
106,Marin,2018,96.11999999999999,28.94999999999999,422.8269230769231,11.442719780219802,99.0,22.7,56.18420329670329,99.0,10.0,73.32417582417582,47.37046703296701,4.172115384615388,62.16950549450549
107,Marin,2019,94.69999999999985,79.19000000000007,429.27437325905294,11.818802228412261,98.3,22.9,56.69693593314757,100.0,11.0,74.26462395543176,48.11727019498608,4.493454038997212,60.385097493036305
108,Marin,2020,77.97000000000004,6.239999999999998,500.5101214574899,11.87307692307692,104.9,28.0,57.450202429149726,100.0,14.0,72.78137651821862,48.368218623481795,4.454251012145751,62.00445344129559
109,Mendocino,2013,56.60999999999997,5.98,477.90934065934067,9.7526170798898,106.8,15.2,55.84655647382922,96.0,7.0,62.19834710743802,42.440495867768625,3.8667582417582413,59.02369146005509
110,Mendocino,2014,52.9,41.40999999999999,463.73424657534247,11.354520547945206,104.4,19.5,58.80824175824174,98.0,0.0,65.35911602209944,44.654972375690576,3.2041095890410953,60.7339726027397
111,Mendocino,2015,53.290000000000056,28.40000000000001,450.55342465753426,9.776438356164384,106.3,16.7,58.15068493150688,96.0,0.0,56.430939226519335,31.98011049723757,3.491232876712328,60.58273972602736
112,Mendocino,2016,50.240000000000045,47.569999999999965,427.74863387978144,11.49016393442622,105.0,22.4,57.88333333333334,96.0,12.0,70.31506849315069,47.60575342465754,3.671311475409836,60.88551912568305
113,Mendocino,2017,45.57999999999993,40.38,381.8,11.16253687315634,111.3,22.4,56.53372781065082,97.0,8.0,70.78947368421052,46.6396284829721,3.3632478632478646,60.32738095238094
