County,Year,Name,County IDs,Latitude,Longitude,Started,Acres Burned,Cal Fire Incident,Major Incident,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F),MWh,Ocean Proximity,Population,Households,Average Income,Average House Value
El Dorado,2017,Ranch Fire,9,38.56,-120.7,2017-07-26 13:58:00+00:00,140,t,t,110.77000000000002,99.35000000000004,423.53972602739725,8.586126373626378,104.3,15.2,59.99328767123288,100,8,51.290633608815426,39.338016528925635,4.555082417582421,58.71657534246576,1255.28,INLAND,123513,45832,34418,147732
El Dorado,2017,French Fire,9,38.58,-120.92,2017-09-17 15:18:00+00:00,136,t,t,110.77000000000002,99.35000000000004,423.53972602739725,8.586126373626378,104.3,15.2,59.99328767123288,100,8,51.290633608815426,39.338016528925635,4.555082417582421,58.71657534246576,1255.28,INLAND,123513,45832,34418,147732
Los Angeles,2017,Gorman Fire,19,34.79,-118.85,2017-07-28 15:25:00+00:00,135,f,f,582.9700000000014,142.26000000000028,458.0195911413969,11.504747015349604,111.9,14.1,64.75264361246067,100,1,55.37239117471675,45.149045915325,3.797156667614456,64.34606936416179,68656.72,<1H OCEAN,8777895,2970038,43788,255083
Tulare,2017,King Fire,54,35.86,-118.75,2017-06-13 17:00:00+00:00,135,t,t,108.05,11.29999999999999,429.31015299026427,11.409040333796925,113.3,21.4,62.33143254520167,100,10,58.9009900990099,46.2536067892504,3.038942976356051,67.65903271692746,4238.98,INLAND,309025,97400,25904,79152
Butte,2017,Skyway Fire,4,39.7,-121.75,2017-06-16 09:27:00+00:00,134,t,f,104.45999999999994,44.00000000000003,425.8767123287671,13.77506849315071,115.4,27.8,63.31854395604391,100,12,66.7726618705036,50.14633093525182,3.899452054794521,62.79657534246579,1529.82,INLAND,182120,71665,23777,90108
Calaveras,2017,Point Fire,5,38.4,-120.53,2017-10-09 01:10:00+00:00,130,t,t,220.03000000000063,63.52000000000001,433.4948096885813,12.284290657439431,108.9,24.6,61.27986159169543,100,0,67.2084241103849,49.338852578068185,4.830795847750865,61.642222222222166,347.93,INLAND,31998,12649,28146,107894
San Diego,2017,Border Fire,37,32.6,-116.77,2017-09-01 04:20:00+00:00,130,t,t,318.1499999999996,47.82000000000004,444.5165137614679,13.1141544117647,120.7,24.1,64.84761682243008,100,1,65.83169774288518,51.02536800785094,3.184668192219676,67.27760901518855,19667.45,<1H OCEAN,2444026,882162,41120,208943
San Luis Obispo,2017,Olive Fire,40,35.78,-120.23,2017-05-02 14:32:00+00:00,130,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Shasta,2017,Oak Fire,45,40.7,-122.01,2017-07-01 00:48:00+00:00,128,t,f,47.37,77.76999999999998,396.8434065934066,9.15424657534247,111.8,-12.3,56.21275720164609,100,8,59.944134078212294,40.392318435754156,3.9734246575342427,56.86724890829697,1574.75,INLAND,147036,55966,26161,91451
Fresno,2017,Tumey Fire,10,36.54,-120.66,2017-04-29 17:15:00+00:00,126,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Mariposa,2017,Coronado Fire,22,37.63,-120.3,2017-08-13 16:23:00+00:00,125,t,f,112.47999999999996,31.540000000000006,435.70512820512823,11.251559633027524,108.9,19,61.5333643122676,100,6,61.08075117370892,46.62638497652582,4.506868131868137,64.14316279069772,111.43,INLAND,14302,5604,26091,100178
Tuolumne,2017,Twist Fire,55,37.9,-120.36,2017-07-30 16:28:00+00:00,124,t,f,165.81000000000031,32.839999999999996,422.8541666666667,12.065118483412327,106.5,23.3,61.634185606060626,100,10,64.74540174249758,48.26611810261384,4.997821969696972,62.092323232323196,460.44,INLAND,48456,17953,28035,124328
Riverside,2017,Stewart Fire,33,34.01,-117.24,2017-08-04 14:25:00+00:00,122,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
San Luis Obispo,2017,Margarita Fire,40,35.32,-120.51,2017-09-03 16:59:00+00:00,120,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Riverside,2017,Lamb Fire,33,33.88,-117,2017-05-25 14:48:00+00:00,120,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
Calaveras,2017,Maria Fire,5,38.29,-120.62,2017-07-17 12:55:00+00:00,117,t,t,220.03000000000063,63.52000000000001,433.4948096885813,12.284290657439431,108.9,24.6,61.27986159169543,100,0,67.2084241103849,49.338852578068185,4.830795847750865,61.642222222222166,347.93,INLAND,31998,12649,28146,107894
Alameda,2017,Fallon Fire,1,37.74,-121.86,2017-10-17 14:00:00+00:00,116,t,f,95.8,51.340000000000124,367.37235772357724,10.864332247557005,111.1,26.6,57.83617021276592,100,7,65.23378839590444,45.00068259385665,3.263166397415186,60.9030894308943,11079.45,<1H OCEAN,1257144,475074,43726,228486
Napa,2017,Canyon Fire,28,38.49,-122.25,2017-08-11 12:57:00+00:00,114,t,t,87.95999999999997,64.33000000000003,364.33698630136985,12.167808219178074,110.1,23.5,57.72821917808217,100,9,74.3869625520111,48.603467406380005,3.3980821917808255,59.76095890410967,1058.69,<1H OCEAN,108030,41264,39798,210965
Fresno,2017,Flat Fire,10,36.93,-119.43,2017-08-26 14:31:00+00:00,111,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Butte,2017,Lone Fire,4,39.38,-121.58,2017-06-22 11:10:00+00:00,111,t,f,104.45999999999994,44.00000000000003,425.8767123287671,13.77506849315071,115.4,27.8,63.31854395604391,100,12,66.7726618705036,50.14633093525182,3.899452054794521,62.79657534246579,1529.82,INLAND,182120,71665,23777,90108
San Luis Obispo,2017,Poly Fire,40,35.3,-120.65,2017-09-26 15:30:00+00:00,105,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Riverside,2017,Canyon Fire,33,33.95,-116.88,2017-06-15 11:36:00+00:00,105,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
Butte,2017,Humboldt Fire,4,39.76,-121.74,2017-07-19 16:02:00+00:00,103,t,f,104.45999999999994,44.00000000000003,425.8767123287671,13.77506849315071,115.4,27.8,63.31854395604391,100,12,66.7726618705036,50.14633093525182,3.899452054794521,62.79657534246579,1529.82,INLAND,182120,71665,23777,90108
Fresno,2017,Coalinga Fire,10,36.36,-120.33,2017-08-30 16:51:00+00:00,102,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Santa Clara,2017,Lariat Fire,43,37.4,-121.82,2017-07-11 16:51:00+00:00,101,f,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
San Diego,2017,Church Fire,37,32.65,-116.37,2017-10-21 13:04:00+00:00,100,t,f,318.1499999999996,47.82000000000004,444.5165137614679,13.1141544117647,120.7,24.1,64.84761682243008,100,1,65.83169774288518,51.02536800785094,3.184668192219676,67.27760901518855,19667.45,<1H OCEAN,2444026,882162,41120,208943
Sonoma,2017,Oakmont Fire (Central LNU Complex),49,38.46,-122.58,2017-10-14 20:35:00+00:00,100,t,t,173.93,111.50000000000023,405.61348803480786,11.069035532994928,110.3,17.8,54.851015965167,100,7,74.4921816827997,46.27438570364851,3.103550724637683,62.005087319666046,3005.6,<1H OCEAN,386813,149006,37876,211934
Lake,2017,Long Fire,17,39.02,-122.57,2017-10-14 05:00:00+00:00,100,t,f,54.20999999999998,16.750000000000018,412.53972602739725,12.781095890410949,109,26.9,62.219999999999985,100,10,64.94722222222222,49.01611111111111,5.470684931506853,61.73013698630143,463.87,<1H OCEAN,50363,20715,23639,94952
Solano,2017,Timm Fire,48,38.44,-121.97,2017-10-02 09:37:00+00:00,100,t,f,112.54999999999998,77.34000000000006,406.94520547945206,10.207579908675791,111.3,14.6,59.66849315068495,100,1,61.510921177587846,44.31813865147191,5.6398173515981815,64.09185606060612,3217.18,INLAND,335352,112596,40955,155272
Santa Clara,2017,Bally Fire,43,36.99,-121.6,2017-09-03 19:17:00+00:00,100,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
Fresno,2017,Parkfield Fire,10,36.09,-120.52,2017-09-03 09:23:00+00:00,100,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Santa Clara,2017,Tilton Fire,43,37.15,-121.68,2017-08-11 14:55:00+00:00,100,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
San Bernardino,2017,Mile Fire,36,34.19,-117.27,2017-07-31 14:44:00+00:00,100,f,f,306.9100000000004,50.52000000000014,468.35710955710954,7.94376459598319,117.2,-4.4,62.063202247191,100,1,40.54924793789423,33.8507520621058,4.400698324022349,58.49663394109394,15283.33,<1H OCEAN,1406961,464114,34659,127901
San Bernardino,2017,Oak Fire,36,34.04,-116.94,2017-11-29 12:19:00+00:00,99,t,f,306.9100000000004,50.52000000000014,468.35710955710954,7.94376459598319,117.2,-4.4,62.063202247191,100,1,40.54924793789423,33.8507520621058,4.400698324022349,58.49663394109394,15283.33,<1H OCEAN,1406961,464114,34659,127901
Riverside,2017,Reed Fire,33,33.57,-116.82,2017-08-07 14:14:00+00:00,92,t,t,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
Fresno,2017,Auberry Fire,10,36.95,-119.66,2017-07-05 15:40:00+00:00,91,t,t,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Butte,2017,Wilbur Fire,4,39.52,-121.65,2017-06-06 12:43:00+00:00,91,t,f,104.45999999999994,44.00000000000003,425.8767123287671,13.77506849315071,115.4,27.8,63.31854395604391,100,12,66.7726618705036,50.14633093525182,3.899452054794521,62.79657534246579,1529.82,INLAND,182120,71665,23777,90108
Madera,2017,Daulton Fire,20,37.1,-120.02,2017-07-07 10:00:00+00:00,90,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,1588.06,INLAND,90967,29446,28228,89203
Lake,2017,Ridge Fire,17,39.15,-122.58,2017-10-06 14:38:00+00:00,87,t,t,54.20999999999998,16.750000000000018,412.53972602739725,12.781095890410949,109,26.9,62.219999999999985,100,10,64.94722222222222,49.01611111111111,5.470684931506853,61.73013698630143,463.87,<1H OCEAN,50363,20715,23639,94952
Ventura,2017,Vista Fire,56,34.35,-119.31,2017-10-24 14:44:00+00:00,86,t,f,165.82999999999964,46.76000000000007,435.5178082191781,11.713972602739709,104.9,10.1,62.31437788018428,100,1,66.30792996910402,48.143357363542705,3.720821917808221,65.98867579908678,5508.93,<1H OCEAN,663408,215793,47464,261187
Riverside,2017,Marlborough Fire,33,34.02,-117.34,2017-08-31 10:13:00+00:00,85,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
San Bernardino,2017,Dollar Fire,36,34.2,-117.14,2017-07-22 13:35:00+00:00,85,f,f,306.9100000000004,50.52000000000014,468.35710955710954,7.94376459598319,117.2,-4.4,62.063202247191,100,1,40.54924793789423,33.8507520621058,4.400698324022349,58.49663394109394,15283.33,<1H OCEAN,1406961,464114,34659,127901
Santa Clara,2017,Ranch Fire,43,37.33,-121.72,2017-06-29 13:56:00+00:00,85,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
Monterey,2017,Country Fire,27,35.87,-120.65,2017-08-07 18:08:00+00:00,82,t,f,387.1399999999993,135.81000000000043,411.465564738292,12.07530750307506,114.6,21,57.153273067331675,100,0,74.6459981018665,48.48614362543492,5.236639118457293,61.60370938074822,2572.16,<1H OCEAN,346310,112784,38735,227568
San Diego,2017,Loma Fire,37,33.39,-117.47,2017-10-13 15:40:00+00:00,81,f,f,318.1499999999996,47.82000000000004,444.5165137614679,13.1141544117647,120.7,24.1,64.84761682243008,100,1,65.83169774288518,51.02536800785094,3.184668192219676,67.27760901518855,19667.45,<1H OCEAN,2444026,882162,41120,208943
El Dorado,2017,Holiday Fire,9,38.87,-120.44,2017-12-28 20:51:00+00:00,80,f,f,110.77000000000002,99.35000000000004,423.53972602739725,8.586126373626378,104.3,15.2,59.99328767123288,100,8,51.290633608815426,39.338016528925635,4.555082417582421,58.71657534246576,1255.28,INLAND,123513,45832,34418,147732
Plumas,2017,Mills File,32,40.13,-120.92,2017-09-03 20:32:00+00:00,79,t,f,104.45999999999994,44.00000000000003,425.8767123287671,13.77506849315071,115.4,27.8,63.31854395604391,100,12,66.7726618705036,50.14633093525182,3.899452054794521,62.79657534246579,201.56,INLAND,19739,8125,26342,97109
Tulare,2017,Fountain Fire ,54,35.89,-119,2017-05-31 11:30:00+00:00,79,t,f,108.05,11.29999999999999,429.31015299026427,11.409040333796925,113.3,21.4,62.33143254520167,100,10,58.9009900990099,46.2536067892504,3.038942976356051,67.65903271692746,4238.98,INLAND,309025,97400,25904,79152
Santa Clara,2017,Castro Fire,43,36.97,-121.56,2017-07-23 16:07:00+00:00,78,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
Tehama,2017,Spring Fire ,52,40.39,-122.13,2017-06-04 16:22:00+00:00,78,t,f,57.09999999999996,16.23,433.0054794520548,12.11041095890411,108,25.8,62.20602739726019,100,13,62.534246575342465,47.93095890410959,5.827123287671235,61.23846153846153,517.03,INLAND,49625,18704,24453,73288
Nevada,2017,McCourtney Fire (Wind Complex),29,39.19,-121.08,2017-10-09 00:00:00+00:00,76,t,t,49.37999999999995,43.19000000000002,361.0383561643836,10.722465753424661,108,29.9,63.26000000000001,100,9,56.229050279329606,45.08100558659218,2.6287671232876706,65.22066115702478,740.86,INLAND,78510,30747,32913,150322
Fresno,2017,Tivy Fire,10,36.8,-119.36,2017-06-11 22:45:00+00:00,76,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
San Luis Obispo,2017,Linne Fire,40,35.6,-120.56,2017-09-26 16:45:00+00:00,74,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
El Dorado,2017,Axel Fire,9,38.78,-120.97,2017-07-08 16:38:00+00:00,74,t,t,110.77000000000002,99.35000000000004,423.53972602739725,8.586126373626378,104.3,15.2,59.99328767123288,100,8,51.290633608815426,39.338016528925635,4.555082417582421,58.71657534246576,1255.28,INLAND,123513,45832,34418,147732
San Bernardino,2017,Bryant Fire,36,34.08,-117.07,2017-07-07 15:45:00+00:00,74,t,f,306.9100000000004,50.52000000000014,468.35710955710954,7.94376459598319,117.2,-4.4,62.063202247191,100,1,40.54924793789423,33.8507520621058,4.400698324022349,58.49663394109394,15283.33,<1H OCEAN,1406961,464114,34659,127901
San Luis Obispo,2017,Lynch Fire,40,35.79,-120.97,2017-10-13 12:14:00+00:00,73,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Riverside,2017,Ellis Fire,33,33.76,-117.25,2017-07-18 15:34:00+00:00,72,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
San Luis Obispo,2017,Camatta Fire,40,35.44,-120.29,2017-08-02 10:33:00+00:00,70,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Colusa,2017,Sand Fire,6,39.01,-122.2,2017-07-17 13:17:00+00:00,70,t,t,54.20999999999998,16.750000000000018,412.53972602739725,12.781095890410949,109,26.9,62.219999999999985,100,10,64.94722222222222,49.01611111111111,5.470684931506853,61.73013698630143,292.59,INLAND,16275,5612,26073,78364
Santa Clara,2017,Felipe Fire,43,37.25,-121.69,2017-07-10 15:54:00+00:00,70,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
Fresno,2017,Manning Fire,10,36.61,-120.58,2017-05-19 23:28:00+00:00,70,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Fresno,2017,Hill Fire,10,36.73,-119.28,2017-08-27 18:47:00+00:00,69,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Sacramento,2017,Clay Fire,34,38.34,-121.11,2017-06-01 15:38:00+00:00,68,t,f,166.1300000000003,62.19999999999999,446.496336996337,11.625662100456637,111.2,26.3,61.559086757990904,100,0,64.26926736441484,48.05937202664131,5.303744292237445,63.13559633027518,11322.85,INLAND,1038540,393377,35381,137383
Lassen,2017,River Fire,18,40.03,-120.11,2017-06-04 16:12:00+00:00,67,t,f,47.37,77.76999999999998,396.8434065934066,9.15424657534247,111.8,-12.3,56.21275720164609,100,8,59.944134078212294,40.392318435754156,3.9734246575342427,56.86724890829697,385.69,INLAND,27214,8543,27049,76176
Stanislaus,2017,Orange Fire,50,37.83,-120.69,2017-06-21 14:45:00+00:00,65,t,f,165.81000000000031,32.839999999999996,422.8541666666667,12.065118483412327,106.5,23.3,61.634185606060626,100,10,64.74540174249758,48.26611810261384,4.997821969696972,62.092323232323196,4865.51,INLAND,370481,125365,30382,133591
Riverside,2017,Placentia Fire,33,33.82,-117.19,2017-07-28 18:11:00+00:00,63,t,f,799.6900000000035,45.11000000000004,463.1810061118947,11.788040177528602,121.2,20.5,69.41864327485402,100,0,48.044938505203405,46.162050189393774,4.448401400233372,67.5743379423485,15857.73,<1H OCEAN,1159159,400110,34210,141866
Mariposa,2017,Westfall Fire,22,37.37,-120.01,2017-06-15 07:30:00+00:00,63,t,f,112.47999999999996,31.540000000000006,435.70512820512823,11.251559633027524,108.9,19,61.5333643122676,100,6,61.08075117370892,46.62638497652582,4.506868131868137,64.14316279069772,111.43,INLAND,14302,5604,26091,100178
San Diego,2017,Montezuma Fire,37,33.21,-116.47,2017-08-26 11:30:00+00:00,62,t,f,318.1499999999996,47.82000000000004,444.5165137614679,13.1141544117647,120.7,24.1,64.84761682243008,100,1,65.83169774288518,51.02536800785094,3.184668192219676,67.27760901518855,19667.45,<1H OCEAN,2444026,882162,41120,208943
Lake,2017,Bottle Fire,17,38.95,-122.81,2017-08-08 16:40:00+00:00,62,t,t,54.20999999999998,16.750000000000018,412.53972602739725,12.781095890410949,109,26.9,62.219999999999985,100,10,64.94722222222222,49.01611111111111,5.470684931506853,61.73013698630143,463.87,<1H OCEAN,50363,20715,23639,94952
Stanislaus,2017,Lake Fire,50,37.65,-120.49,2017-07-08 11:00:00+00:00,62,t,f,165.81000000000031,32.839999999999996,422.8541666666667,12.065118483412327,106.5,23.3,61.634185606060626,100,10,64.74540174249758,48.26611810261384,4.997821969696972,62.092323232323196,4865.51,INLAND,370481,125365,30382,133591
Tehama,2017,Bolla Fire,52,40.32,-122.83,2017-06-18 07:15:00+00:00,60,t,f,57.09999999999996,16.23,433.0054794520548,12.11041095890411,108,25.8,62.20602739726019,100,13,62.534246575342465,47.93095890410959,5.827123287671235,61.23846153846153,517.03,INLAND,49625,18704,24453,73288
Tulare,2017,Fox Fire,54,36.19,-118.79,2017-07-17 15:32:00+00:00,59,t,f,108.05,11.29999999999999,429.31015299026427,11.409040333796925,113.3,21.4,62.33143254520167,100,10,58.9009900990099,46.2536067892504,3.038942976356051,67.65903271692746,4238.98,INLAND,309025,97400,25904,79152
Calaveras,2017,Quail Fire,5,38.18,-120.85,2017-07-12 13:10:00+00:00,59,t,t,220.03000000000063,63.52000000000001,433.4948096885813,12.284290657439431,108.9,24.6,61.27986159169543,100,0,67.2084241103849,49.338852578068185,4.830795847750865,61.642222222222166,347.93,INLAND,31998,12649,28146,107894
Fresno,2017,Silver Fire,10,36.75,-119.23,2017-10-11 15:59:00+00:00,58,t,t,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Lake,2017,Slides Fire,17,39.43,-123.03,2017-09-12 16:08:00+00:00,58,f,f,54.20999999999998,16.750000000000018,412.53972602739725,12.781095890410949,109,26.9,62.219999999999985,100,10,64.94722222222222,49.01611111111111,5.470684931506853,61.73013698630143,463.87,<1H OCEAN,50363,20715,23639,94952
Tulare,2017,Hogback Fire,54,36.64,-119,2017-07-18 15:50:00+00:00,58,t,f,108.05,11.29999999999999,429.31015299026427,11.409040333796925,113.3,21.4,62.33143254520167,100,10,58.9009900990099,46.2536067892504,3.038942976356051,67.65903271692746,4238.98,INLAND,309025,97400,25904,79152
San Luis Obispo,2017,Tower Fire,40,35.35,-120.63,2017-07-07 16:23:00+00:00,58,t,f,196.7899999999998,74.2199999999999,414.15065502183404,11.767903930131007,109.4,18,59.26786764705883,100,6,68.39323308270677,47.46593984962407,3.5638282387190703,62.15514223194744,1765.64,<1H OCEAN,215857,79734,32509,217929
Tehama,2017,Live Fire,52,40.16,-122.32,2017-07-28 13:24:00+00:00,57,t,f,57.09999999999996,16.23,433.0054794520548,12.11041095890411,108,25.8,62.20602739726019,100,13,62.534246575342465,47.93095890410959,5.827123287671235,61.23846153846153,517.03,INLAND,49625,18704,24453,73288
Fresno,2017,Freedom Fire,10,36.81,-119.52,2017-07-04 13:21:00+00:00,57,t,f,486.0099999999991,74.32999999999997,428.9989708404803,10.400205831903946,114.8,19.3,63.94404802744429,100,6,52.687133494308384,44.34936184891343,4.642469982847339,65.22088339222604,7380.73,INLAND,658377,218167,29646,86713
Siskiyou,2017,Bogus Fire,47,41.93,-122.37,2017-06-18 15:45:00+00:00,56,t,f,140.06000000000012,40.73000000000001,389.6264840182648,7.7621917808219045,103.7,-15.6,48.171428571428514,100,8,65.690587138863,36.059273066169624,4.726575342465749,51.568219178082146,508.37,INLAND,43531,17302,21730,68233
Solano,2017,Estate Fire,48,38.44,-122,2017-09-23 11:05:00+00:00,55,t,t,112.54999999999998,77.34000000000006,406.94520547945206,10.207579908675791,111.3,14.6,59.66849315068495,100,1,61.510921177587846,44.31813865147191,5.6398173515981815,64.09185606060612,3217.18,INLAND,335352,112596,40955,155272
Siskiyou,2017,Owens Fire,47,41.99,-121.9,2017-08-29 15:39:00+00:00,55,t,f,140.06000000000012,40.73000000000001,389.6264840182648,7.7621917808219045,103.7,-15.6,48.171428571428514,100,8,65.690587138863,36.059273066169624,4.726575342465749,51.568219178082146,508.37,INLAND,43531,17302,21730,68233
Los Angeles,2017,Topanga Fire,19,34.04,-118.59,2017-06-29 15:09:00+00:00,55,f,f,582.9700000000014,142.26000000000028,458.0195911413969,11.504747015349604,111.9,14.1,64.75264361246067,100,1,55.37239117471675,45.149045915325,3.797156667614456,64.34606936416179,68656.72,<1H OCEAN,8777895,2970038,43788,255083
Siskiyou,2017,Bradley Fire,47,41.22,-122.29,2017-08-28 22:00:00+00:00,54,f,f,140.06000000000012,40.73000000000001,389.6264840182648,7.7621917808219045,103.7,-15.6,48.171428571428514,100,8,65.690587138863,36.059273066169624,4.726575342465749,51.568219178082146,508.37,INLAND,43531,17302,21730,68233
Siskiyou,2017,Bradley Fire,47,41.22,-122.27,2017-08-28 21:38:00+00:00,54,f,f,140.06000000000012,40.73000000000001,389.6264840182648,7.7621917808219045,103.7,-15.6,48.171428571428514,100,8,65.690587138863,36.059273066169624,4.726575342465749,51.568219178082146,508.37,INLAND,43531,17302,21730,68233
Santa Clara,2017,Quimby Fire,43,37.33,-121.76,2017-06-21 18:02:00+00:00,54,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
Santa Clara,2017,Weller Fire,43,37.44,-121.84,2017-07-26 23:19:00+00:00,51,t,f,52.21999999999999,3.1400000000000006,394.4219178082192,11.736438356164381,112.8,23.2,59.4513736263737,100,12,67.73352435530086,47.510888252149016,5.1575342465753415,61.03479452054792,17016.73,<1H OCEAN,1486054,518634,55196,309327
