County,Year,Name,County IDs,Latitude,Longitude,Started,Acres Burned,Cal Fire Incident,Major Incident,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F),MWh,Ocean Proximity,Population,Households,Average Income,Average House Value
Fresno,2014,Morgan Fire,10,36.99,-119.53,2014-06-09 15:15:00+00:00,40,t,t,507.32999999999873,50.57000000000002,451.1370100589664,10.69812695109263,110.2,25.7,65.57390700902164,100,1,51.70107751129649,45.08022245394502,4.622199098161635,65.0650589868147,7668.8,INLAND,658377,218167,29646,86713
Nevada,2014,Hutto Fire,29,39.19,-121.27,2014-07-07 16:35:00+00:00,38,t,f,54.40000000000001,34.29,405.9397260273973,10.480821917808223,106.5,25.9,64.71643835616443,100,8,52.73278236914601,44.84462809917357,3.0978082191780847,64.33765432098755,633.5,INLAND,78510,30747,32913,150322
Stanislaus,2014,Lake Fire,50,37.51,-120.99,2014-05-27 11:23:00+00:00,37,t,f,170.3100000000004,29.980000000000004,435.8731343283582,11.995153774464127,104.7,24.8,62.423299161230204,100,0,62.69209039548023,48.42016965127238,4.996272134203173,63.25075901328268,4744.01,INLAND,370481,125365,30382,133591
Riverside,2014,Bogart Fire,33,33.98,-116.96,2014-06-06 17:32:00+00:00,31,t,t,764.099999999996,50.85000000000003,474.6391545042778,11.858278812279831,116.4,25.3,69.70603621730393,100,-14,47.40973111395647,46.41559539052506,4.711770623742449,67.72524075012669,15533.94,<1H OCEAN,1159159,400110,34210,141866
Siskiyou,2014,Siskiyou County Lightning Fires,47,41.77,-122.58,2014-07-29 13:00:00+00:00,30,t,t,47.82000000000008,10.959999999999994,397.2630136986301,7.465479452054797,93.6,1.4,49.08575342465754,97,8,61.26575342465753,35.31397260273971,4.983835616438357,52.634530386740344,485.47,INLAND,43531,17302,21730,68233
El Dorado,2014,Bible Fire,9,38.61,-120.7,2014-07-09 14:34:00+00:00,30,t,f,116.78999999999998,67.76,435.6107290233838,8.469041095890415,99.7,26.6,61.22861072902331,97,8,48.46969696969697,39.068595041322304,4.742191780821921,59.925447042641075,1189.77,INLAND,123513,45832,34418,147732
San Diego,2014,Jacumba Fire,37,32.66,-116.22,2014-05-05 16:36:00+00:00,29,t,f,327.27999999999855,33.88000000000005,449.0571820677036,13.510978956999065,113,26,65.27552059231843,100,0,64.68169144981412,50.82105018587366,3.3752058554437396,67.67832301095778,19998.95,<1H OCEAN,2444026,882162,41120,208943
Napa,2014,Stage Coach Fire,28,38.7,-122.38,2014-09-11 15:14:00+00:00,27,t,f,94.21000000000005,53.23000000000002,397.67224546722457,12.350208623087623,100.4,25.8,58.84501385041555,100,0,71.82475660639777,49.11585535465928,3.2538781163434884,61.96898470097352,1044.1,<1H OCEAN,108030,41264,39798,210965
Ventura,2014,Foothill Fire ,56,34.37,-119.14,2014-09-29 19:35:00+00:00,25,t,f,133.35000000000005,20.72,435.30592105263156,12.881369248035938,101.6,21.9,62.451986754966875,100,4,67.39795918367346,49.73847900113506,3.5741863075196436,67.08991228070181,5486.04,<1H OCEAN,663408,215793,47464,261187
Shasta,2014,Leopard Fire,45,40,-121.85,2014-08-29 12:21:00+00:00,25,t,f,104.41000000000011,53.71000000000001,401.9958791208791,8.703150684931515,110.7,10.7,57.5130136986302,98,4,56.23300970873787,39.612205270457736,4.021232876712325,58.241285714285695,1544.47,INLAND,147036,55966,26161,91451
Fresno,2014,Hall Fire,10,36.74,-119.24,2014-06-11 07:30:00+00:00,25,t,f,507.32999999999873,50.57000000000002,451.1370100589664,10.69812695109263,110.2,25.7,65.57390700902164,100,1,51.70107751129649,45.08022245394502,4.622199098161635,65.0650589868147,7668.8,INLAND,658377,218167,29646,86713
El Dorado,2014,Cascade Fire,9,38.92,-120.11,2014-09-25 18:00:00+00:00,20,f,f,116.78999999999998,67.76,435.6107290233838,8.469041095890415,99.7,26.6,61.22861072902331,97,8,48.46969696969697,39.068595041322304,4.742191780821921,59.925447042641075,1189.77,INLAND,123513,45832,34418,147732
San Diego,2014,Border Fire,37,32.59,-116.9,2014-08-16 16:22:00+00:00,20,t,f,327.27999999999855,33.88000000000005,449.0571820677036,13.510978956999065,113,26,65.27552059231843,100,0,64.68169144981412,50.82105018587366,3.3752058554437396,67.67832301095778,19998.95,<1H OCEAN,2444026,882162,41120,208943
Trinity,2014,West Fire,53,40.41,-123.24,2014-07-01 03:45:00+00:00,15,f,f,104.41000000000011,53.71000000000001,401.9958791208791,8.703150684931515,110.7,10.7,57.5130136986302,98,4,56.23300970873787,39.612205270457736,4.021232876712325,58.241285714285695,117.68,INLAND,13063,5156,20073,70718
Placer,2014,Iowa Fire,31,39.1,-120.8,2014-07-21 14:49:00+00:00,14,t,f,54.40000000000001,34.29,405.9397260273973,10.480821917808223,106.5,25.9,64.71643835616443,100,8,52.73278236914601,44.84462809917357,3.0978082191780847,64.33765432098755,2913.04,INLAND,173793,64326,39368,172386
Riverside,2014,Santa Fire,33,33.95,-117.4,2014-06-04 15:18:00+00:00,14,t,f,764.099999999996,50.85000000000003,474.6391545042778,11.858278812279831,116.4,25.3,69.70603621730393,100,-14,47.40973111395647,46.41559539052506,4.711770623742449,67.72524075012669,15533.94,<1H OCEAN,1159159,400110,34210,141866
Madera,2014,Pines Fire,20,37,-119.7,2014-08-26 16:23:00+00:00,10,t,f,507.32999999999873,50.57000000000002,451.1370100589664,10.69812695109263,110.2,25.7,65.57390700902164,100,1,51.70107751129649,45.08022245394502,4.622199098161635,65.0650589868147,1664.08,INLAND,90967,29446,28228,89203
Napa,2014,South Napa Earthquake,28,38.5,-122.27,2014-08-24 03:20:00+00:00,6,t,f,94.21000000000005,53.23000000000002,397.67224546722457,12.350208623087623,100.4,25.8,58.84501385041555,100,0,71.82475660639777,49.11585535465928,3.2538781163434884,61.96898470097352,1044.1,<1H OCEAN,108030,41264,39798,210965
Siskiyou,2014,Happy Camp Complex,47,41.8,-123.37,2014-08-11 22:00:00+00:00,0,f,f,47.82000000000008,10.959999999999994,397.2630136986301,7.465479452054797,93.6,1.4,49.08575342465754,97,8,61.26575342465753,35.31397260273971,4.983835616438357,52.634530386740344,485.47,INLAND,43531,17302,21730,68233
Fresno,2015,Rough Fire ,10,36.87,-118.91,2015-07-31 19:00:00+00:00,151623,f,f,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,7656,INLAND,658377,218167,29646,86713
Trinity,2015,River Complex,53,40.63,-123.06,2015-07-30 22:30:00+00:00,77081,f,f,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,111.15,INLAND,13063,5156,20073,70718
Trinity,2015,Fork Complex,53,40.63,-123.06,2015-07-30 21:30:00+00:00,36503,f,f,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,111.15,INLAND,13063,5156,20073,70718
San Bernardino,2015,Lake Fire,36,34.16,-116.89,2015-06-17 15:52:00+00:00,31359,t,f,247.67,32.95000000000005,469.4739726027397,6.981923714759541,115.2,1.4,59.909457190822664,100,4,40.55264655663062,32.392885600455365,4.73715068493151,57.93030303030303,14732.33,<1H OCEAN,1406961,464114,34659,127901
Trinity,2015,South Complex,53,40.63,-123.06,2015-07-30 16:00:00+00:00,29416,f,f,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,111.15,INLAND,13063,5156,20073,70718
Napa,2015,Jerusalem Fire,28,38.81,-122.49,2015-08-09 15:34:00+00:00,25118,t,t,95.3199999999999,21.940000000000005,398.1917808219178,12.64157142857143,108.4,21.7,58.871571428571414,100,1,70.2648401826484,48.398021308980205,3.364794520547944,62.17178082191787,1049.68,<1H OCEAN,108030,41264,39798,210965
Lassen,2015,Dodge Fire,18,40.94,-120.11,2015-08-03 14:15:00+00:00,10570,f,f,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,400.59,INLAND,27214,8543,27049,76176
Inyo,2015,Round Fire,14,36.31,-117.55,2015-02-06 14:07:00+00:00,7000,t,t,61.639999999999965,8.70999999999999,489.50867579908675,5.965114155251144,107.1,3.8,59.53244729605868,100,3,34.06809701492537,28.77285447761194,6.152511415525114,61.19616438356167,208.19,INLAND,18281,7565,25159,100794
Mono,2015,Round Fire,26,37.92,-118.95,2015-02-06 14:07:00+00:00,7000,t,t,0,37.040000000000006,415.11570247933884,5.773553719008262,96.3,-1.8,50.87257617728527,100,4,47.125,28.975277777777784,6.8487603305785125,51.67793296089387,188.89,INLAND,9956,3961,32954,155191
Tulare,2015,Cabin Fire,54,36.24,-118.54,2015-07-19 08:00:00+00:00,6980,f,f,114.06999999999996,9.039999999999996,441.0712328767123,10.72575342465755,107.5,11.7,62.73868312757201,100,8,56.06896551724138,45.1531034482759,3.0810958904109604,67.67981072555204,4475.25,INLAND,309025,97400,25904,79152
Madera,2015,Willow Fire,20,37.28,-119.5,2015-07-25 14:30:00+00:00,5702,t,f,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,1697.62,INLAND,90967,29446,28228,89203
Modoc,2015,Frog Fire,25,41.4,-121.39,2015-07-30 17:45:00+00:00,4863,f,f,47.690000000000026,14.119999999999989,395.4986301369863,6.849589041095893,99.3,-12.3,48.488219178082225,98,8,58.27823691460055,33.368595041322315,4.579999999999999,51.72164383561647,164.67,INLAND,9678,3711,22668,51162
San Bernardino,2015,North Fire,36,34.34,-117.48,2015-07-17 14:33:00+00:00,4250,t,t,247.67,32.95000000000005,469.4739726027397,6.981923714759541,115.2,1.4,59.909457190822664,100,4,40.55264655663062,32.392885600455365,4.73715068493151,57.93030303030303,14732.33,<1H OCEAN,1406961,464114,34659,127901
Mono,2015,Walker Fire,26,37.92,-118.95,2015-08-14 21:31:00+00:00,3676,f,f,0,37.040000000000006,415.11570247933884,5.773553719008262,96.3,-1.8,50.87257617728527,100,4,47.125,28.975277777777784,6.8487603305785125,51.67793296089387,188.89,INLAND,9956,3961,32954,155191
Alameda,2015,Tesla Fire,1,37.38,-121.37,2015-08-19 14:45:00+00:00,2700,t,t,99.20000000000006,23.459999999999997,412.0904109589041,11.686575342465751,103.7,25.1,59.291083676268855,100,7,67.14738292011019,47.72258953168044,3.3101369863013725,62.70986301369856,10235.38,<1H OCEAN,1257144,475074,43726,228486
San Luis Obispo,2015,Cuesta Fire,40,35.35,-120.63,2015-08-16 18:13:00+00:00,2446,t,t,197.21000000000006,34.21000000000014,417.97123287671235,11.922534246575344,102.3,19,58.60858516483503,100,6,69.95603628750872,48.01235170969986,3.6013698630136948,62.960114777618465,1707.99,<1H OCEAN,215857,79734,32509,217929
Nevada,2015,Lowell Fire,29,39.19,-120.88,2015-07-25 14:37:00+00:00,2304,t,t,55.15,15.489999999999997,413.85753424657537,10.233698630136978,105.6,27.8,63.70383561643833,100,8,53.31129476584022,44.23884297520658,3.112054794520549,64.72096317280455,626.09,INLAND,78510,30747,32913,150322
San Diego,2015,Horno Fire,37,32.72,-117.16,2015-08-13 13:03:00+00:00,1850,f,f,310.4700000000008,39.39000000000002,434.0918125887364,13.975272382756996,112.9,25,65.11194817658351,100,4,65.59119804400979,51.409779951100255,3.4280170373875998,67.3666350261034,19894.49,<1H OCEAN,2444026,882162,41120,208943
San Luis Obispo,2015,Park Hill Fire,40,35.31,-120.44,2015-06-20 14:41:00+00:00,1791,t,t,197.21000000000006,34.21000000000014,417.97123287671235,11.922534246575344,102.3,19,58.60858516483503,100,6,69.95603628750872,48.01235170969986,3.6013698630136948,62.960114777618465,1707.99,<1H OCEAN,215857,79734,32509,217929
Trinity,2015,Saddle Fire ,53,40.92,-123.17,2015-06-10 15:00:00+00:00,1542,f,f,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,111.15,INLAND,13063,5156,20073,70718
Merced,2015,Creek Fire,24,37.2,-120.71,2015-07-31 21:37:00+00:00,1450,t,f,109.3800000000001,26.15000000000002,428.65625,10.413431462741476,106.3,19.3,61.508003679852806,100,8,58,44.82677746999078,3.857904411764707,65.09372659176029,2920.43,INLAND,176457,55077,26798,94462
Merced,2015,McCabe Fire,24,37.2,-120.71,2015-07-18 22:27:00+00:00,1333,t,t,109.3800000000001,26.15000000000002,428.65625,10.413431462741476,106.3,19.3,61.508003679852806,100,8,58,44.82677746999078,3.857904411764707,65.09372659176029,2920.43,INLAND,176457,55077,26798,94462
Monterey,2015,Tassajara Fire,27,36.37,-121.59,2015-09-19 15:00:00+00:00,1086,t,t,371.10000000000036,65.06000000000024,405.303840877915,12.135896551724118,107.7,23.6,57.08622608695645,100,8,74.77875483644038,48.73345058037293,4.767910958904107,62.45431506849301,2663.12,<1H OCEAN,346310,112784,38735,227568
Riverside,2015,Highway Fire,33,33.88,-117.64,2015-04-18 18:12:00+00:00,1049,t,t,794.0400000000033,36.74000000000003,470.1955371520589,11.696987813290415,116.2,21.6,68.89862100666497,100,0,47.54571026722925,45.5635724331926,4.4798438934802665,67.5402113970588,15252.66,<1H OCEAN,1159159,400110,34210,141866
Butte,2015,Lumpkin Fire,4,39.52,-121.34,2015-09-11 14:15:00+00:00,1042,t,t,80.61999999999989,13.549999999999997,430.5943060498221,12.021428571428583,106.8,23.6,62.68425760286227,100,0,69.6135831381733,48.82599531615919,3.2555309734513265,64.55284697508898,1492.1,INLAND,182120,71665,23777,90108
Madera,2015,Corrine Fire,20,37.17,-119.52,2015-06-18 21:00:00+00:00,920,t,t,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,1697.62,INLAND,90967,29446,28228,89203
Butte,2015,Meridian Fire,4,39.63,-121.54,2015-10-03 21:15:00+00:00,860,t,t,80.61999999999989,13.549999999999997,430.5943060498221,12.021428571428583,106.8,23.6,62.68425760286227,100,0,69.6135831381733,48.82599531615919,3.2555309734513265,64.55284697508898,1492.1,INLAND,182120,71665,23777,90108
San Benito,2015,Cienega Fire,35,36.71,-121.33,2015-10-12 16:00:00+00:00,670,t,t,102.44,19.139999999999944,422.4808219178082,11.91698630136987,104.8,23.4,58.419505494505465,100,0,71.04847645429363,48.41703601108025,3.9215068493150684,64.04041095890409,367.07,<1H OCEAN,36697,11422,35586,218650
Riverside,2015,Anza Fire,33,33.57,-116.54,2015-08-10 11:44:00+00:00,543,t,f,794.0400000000033,36.74000000000003,470.1955371520589,11.696987813290415,116.2,21.6,68.89862100666497,100,0,47.54571026722925,45.5635724331926,4.4798438934802665,67.5402113970588,15252.66,<1H OCEAN,1159159,400110,34210,141866
Mono,2015,Van Dyke Fire,26,37.92,-118.95,2015-02-06 16:52:00+00:00,509,f,f,0,37.040000000000006,415.11570247933884,5.773553719008262,96.3,-1.8,50.87257617728527,100,4,47.125,28.975277777777784,6.8487603305785125,51.67793296089387,188.89,INLAND,9956,3961,32954,155191
Madera,2015,Sky Fire,20,37.25,-119.7,2015-06-18 14:31:00+00:00,500,f,f,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,1697.62,INLAND,90967,29446,28228,89203
Tulare,2015,Triple Fire,54,36.09,-118.82,2015-07-21 12:35:00+00:00,430,t,t,114.06999999999996,9.039999999999996,441.0712328767123,10.72575342465755,107.5,11.7,62.73868312757201,100,8,56.06896551724138,45.1531034482759,3.0810958904109604,67.67981072555204,4475.25,INLAND,309025,97400,25904,79152
Mariposa,2015,Tenaya Fire,22,37.49,-119.97,2015-09-07 21:23:00+00:00,415,f,f,109.3800000000001,26.15000000000002,428.65625,10.413431462741476,106.3,19.3,61.508003679852806,100,8,58,44.82677746999078,3.857904411764707,65.09372659176029,106.61,INLAND,14302,5604,26091,100178
Los Angeles,2015,Calgrove Fire ,19,34.36,-118.54,2015-06-24 13:22:00+00:00,415,f,f,584.7099999999999,69.36000000000001,436.30461133069826,11.234466403162047,108.4,11.5,64.21257263602746,100,6,53.83029978586724,45.10661311914319,3.7803425559947295,65.06266629711752,69532.29,<1H OCEAN,8777895,2970038,43788,255083
Butte,2015,Swedes Fire,4,39.44,-121.39,2015-07-29 11:25:00+00:00,400,t,t,80.61999999999989,13.549999999999997,430.5943060498221,12.021428571428583,106.8,23.6,62.68425760286227,100,0,69.6135831381733,48.82599531615919,3.2555309734513265,64.55284697508898,1492.1,INLAND,182120,71665,23777,90108
Los Angeles,2015,Lincoln Fire,19,34.02,-118.11,2015-08-16 13:30:00+00:00,374,f,f,584.7099999999999,69.36000000000001,436.30461133069826,11.234466403162047,108.4,11.5,64.21257263602746,100,6,53.83029978586724,45.10661311914319,3.7803425559947295,65.06266629711752,69532.29,<1H OCEAN,8777895,2970038,43788,255083
Amador,2015,Ione Fire,3,38.34,-120.93,2015-07-02 01:58:00+00:00,355,t,t,51.019999999999996,21.029999999999994,429.26849315068495,9.362739726027392,101,24.1,58.388767123287714,100,9,58.244505494505496,41.94945054945052,3.12191780821918,62.506575342465744,285.31,INLAND,30039,10518,31065,117146
Los Angeles,2015,Warm Fire,19,34.05,-118.24,2015-08-16 15:30:00+00:00,300,f,f,584.7099999999999,69.36000000000001,436.30461133069826,11.234466403162047,108.4,11.5,64.21257263602746,100,6,53.83029978586724,45.10661311914319,3.7803425559947295,65.06266629711752,69532.29,<1H OCEAN,8777895,2970038,43788,255083
Alameda,2015,Site Fire,1,37.6,-121.72,2015-06-05 20:22:00+00:00,300,t,f,99.20000000000006,23.459999999999997,412.0904109589041,11.686575342465751,103.7,25.1,59.291083676268855,100,7,67.14738292011019,47.72258953168044,3.3101369863013725,62.70986301369856,10235.38,<1H OCEAN,1257144,475074,43726,228486
Ventura,2015,Chorro Fire,56,34.37,-119.14,2015-08-02 13:15:00+00:00,282,f,f,158.34999999999994,34.849999999999945,436.71324200913244,12.918173515981726,106.6,29.6,63.085191956124284,100,6,64.5881809787627,49.33222530009235,3.3043835616438333,66.49387008234223,5591.1,<1H OCEAN,663408,215793,47464,261187
Merced,2015,Forebay Fire,24,37.08,-121.07,2015-05-11 10:26:00+00:00,275,t,f,109.3800000000001,26.15000000000002,428.65625,10.413431462741476,106.3,19.3,61.508003679852806,100,8,58,44.82677746999078,3.857904411764707,65.09372659176029,2920.43,INLAND,176457,55077,26798,94462
Alameda,2015,Christensen Fire,1,37.6,-121.72,2015-05-28 17:00:00+00:00,242,t,f,99.20000000000006,23.459999999999997,412.0904109589041,11.686575342465751,103.7,25.1,59.291083676268855,100,7,67.14738292011019,47.72258953168044,3.3101369863013725,62.70986301369856,10235.38,<1H OCEAN,1257144,475074,43726,228486
Mendocino,2015,Mendocino National Forest Lightning Complex,23,39.55,-123.44,2015-07-30 14:00:00+00:00,227,f,f,53.290000000000056,28.40000000000001,450.55342465753426,9.776438356164384,106.3,16.7,58.15068493150688,96,0,56.430939226519335,31.98011049723757,3.491232876712328,60.58273972602736,566.88,<1H OCEAN,79891,30231,26864,122931
Santa Clara,2015,Pacheco Fire,43,37.33,-121.89,2015-09-09 15:58:00+00:00,215,t,f,53.14000000000006,8.169999999999998,414.9532967032967,11.393424657534242,103.4,23.1,58.5453296703297,100,11,67.0828729281768,47.08149171270724,5.00219178082192,61.43739376770539,16794.81,<1H OCEAN,1486054,518634,55196,309327
Orange,2015,241 Fire,30,33.76,-117.73,2015-07-13 10:47:00+00:00,214,t,f,82.4899999999998,12.28999999999999,410.63081861958267,13.15830508474577,103.3,32,64.20581583198707,100,6,62.9878892733564,49.623702422145364,3.7906937394247056,66.11077170418004,20722.44,<1H OCEAN,2362678,811649,53150,272656
Shasta,2015,China Fire,45,40.42,-122.44,2015-07-29 17:55:00+00:00,212,t,t,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,1561.78,INLAND,147036,55966,26161,91451
Santa Barbara,2015,Mesa Fire,42,34.42,-119.7,2015-06-29 13:11:00+00:00,211,f,f,292.0899999999992,27.979999999999983,429.9223389675651,11.94568296025584,104.1,20.3,59.29264029438828,100,7,67.69410664172123,47.70556594948546,4.085662100456624,65.75503275759377,3109.16,<1H OCEAN,356294,125486,42938,274577
Tuolumne,2015,Big Creek Fire,55,37.82,-120.16,2015-07-29 16:30:00+00:00,204,t,t,167.0100000000001,19.00999999999999,426.30438756855574,12.096340347666972,104.1,19.1,61.33354779411755,100,13,65.39162790697675,48.63953488372094,4.8950684931506805,62.126700507614245,441.69,INLAND,48456,17953,28035,124328
Los Angeles,2015,Pines Fire ,19,34.37,-117.68,2015-07-17 21:30:00+00:00,200,f,f,584.7099999999999,69.36000000000001,436.30461133069826,11.234466403162047,108.4,11.5,64.21257263602746,100,6,53.83029978586724,45.10661311914319,3.7803425559947295,65.06266629711752,69532.29,<1H OCEAN,8777895,2970038,43788,255083
Siskiyou,2015,Stephens Fire,47,41.48,-121.85,2015-02-24 12:15:00+00:00,200,f,f,125.53000000000011,35.859999999999964,424.6054421768707,8.25986078886311,103,-14.4,51.80079365079367,100,11,61.28504672897196,37.874766355140174,4.147447795823664,55.66360544217694,494.49,INLAND,43531,17302,21730,68233
Contra Costa,2015,Vasco Fire,7,37.82,-121.68,2015-07-30 11:18:00+00:00,195,t,f,201.45999999999987,57.01000000000007,422.3595890410959,11.664948453608233,105.6,4.3,58.928466076696125,100,5,68.96598639455782,47.75449735449731,4.407191780821914,61.27363013698625,9467.33,<1H OCEAN,805315,301861,50644,233896
Ventura,2015,Rustic Fire,56,34.37,-119.14,2015-08-14 15:22:00+00:00,186,f,f,158.34999999999994,34.849999999999945,436.71324200913244,12.918173515981726,106.6,29.6,63.085191956124284,100,6,64.5881809787627,49.33222530009235,3.3043835616438333,66.49387008234223,5591.1,<1H OCEAN,663408,215793,47464,261187
Siskiyou,2015,Cooley Fire,47,41.8,-122.5,2015-07-13 17:56:00+00:00,181,t,f,125.53000000000011,35.859999999999964,424.6054421768707,8.25986078886311,103,-14.4,51.80079365079367,100,11,61.28504672897196,37.874766355140174,4.147447795823664,55.66360544217694,494.49,INLAND,43531,17302,21730,68233
San Diego,2015,Wildcat Fire,37,32.94,-116.85,2015-06-17 17:03:00+00:00,171,t,f,310.4700000000008,39.39000000000002,434.0918125887364,13.975272382756996,112.9,25,65.11194817658351,100,4,65.59119804400979,51.409779951100255,3.4280170373875998,67.3666350261034,19894.49,<1H OCEAN,2444026,882162,41120,208943
Fresno,2015,Creek Fire,10,40.4,-120.55,2015-09-09 14:30:00+00:00,170,t,f,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,7656,INLAND,658377,218167,29646,86713
Tehama,2015,Black Fire,52,39.84,-122.36,2015-07-04 16:33:00+00:00,170,t,f,58.3,6.27,437.64383561643837,11.75479452054795,107.3,25.7,63.020718232044246,100,10,59.76519337016575,47.70939226519341,5.221643835616439,61.79945205479455,495.54,INLAND,49625,18704,24453,73288
Kern,2015,Flat Fire ,15,35.49,-118.86,2015-08-20 15:57:00+00:00,167,t,f,242.74000000000004,18.569999999999993,455.1335187760779,11.443949930458956,106.8,19,64.45873347251222,100,8,56.0266106442577,46.875770308123236,3.939777468706538,66.62018881626724,15182.34,INLAND,528995,179480,30395,84960
San Diego,2015,Cutca Fire,37,33.38,-116.87,2015-07-24 16:18:00+00:00,167,f,f,310.4700000000008,39.39000000000002,434.0918125887364,13.975272382756996,112.9,25,65.11194817658351,100,4,65.59119804400979,51.409779951100255,3.4280170373875998,67.3666350261034,19894.49,<1H OCEAN,2444026,882162,41120,208943
Ventura,2015,River Fire,56,34.37,-119.14,2015-06-22 07:00:00+00:00,164,f,f,158.34999999999994,34.849999999999945,436.71324200913244,12.918173515981726,106.6,29.6,63.085191956124284,100,6,64.5881809787627,49.33222530009235,3.3043835616438333,66.49387008234223,5591.1,<1H OCEAN,663408,215793,47464,261187
Yuba,2015,Cook Fire,58,39.27,-121.26,2015-06-18 13:07:00+00:00,158,t,t,54.67,13.019999999999996,416.14520547945204,11.535342465753418,104.6,27.5,64.00602739726021,100,13,57.93698630136986,47.33205479452053,4.0254794520547925,63.708493150684966,478.06,INLAND,58228,19776,23159,76391
Solano,2015,Sky Fire,48,38.41,-122.08,2015-07-06 10:47:00+00:00,150,t,t,115.02000000000002,21.829999999999995,407.72155411655876,11.06545623836126,106.9,21.8,60.29812030075195,100,9,62.49101229895932,46.17786187322603,5.9034958601655925,62.50518518518525,3209.3,INLAND,335352,112596,40955,155272
Riverside,2015,Merwin Fire,33,33.95,-117.4,2015-07-01 20:38:00+00:00,150,t,f,794.0400000000033,36.74000000000003,470.1955371520589,11.696987813290415,116.2,21.6,68.89862100666497,100,0,47.54571026722925,45.5635724331926,4.4798438934802665,67.5402113970588,15252.66,<1H OCEAN,1159159,400110,34210,141866
Plumas,2015,Ward Fire,32,40.05,-120.7,2015-04-13 05:30:00+00:00,137,t,f,80.61999999999989,13.549999999999997,430.5943060498221,12.021428571428583,106.8,23.6,62.68425760286227,100,0,69.6135831381733,48.82599531615919,3.2555309734513265,64.55284697508898,193.99,INLAND,19739,8125,26342,97109
Madera,2015,Red Fire,20,37.07,-119.7,2015-06-21 12:08:00+00:00,135,t,f,487.81999999999937,44.990000000000045,437.3397326019883,10.493555022283171,108.8,22.7,64.29053822420276,100,0,53.582874828060525,44.826134800550136,4.440829619472066,64.65936420179688,1697.62,INLAND,90967,29446,28228,89203
Trinity,2015,Democrat Fire,53,40.72,-122.96,2015-08-25 14:08:00+00:00,128,t,t,91.19000000000001,36.84,407.43013698630136,8.82657534246575,112.8,8.1,57.35287671232877,98,4,56.59778085991678,39.97600554785019,3.9805479452054797,56.884664536741234,111.15,INLAND,13063,5156,20073,70718
San Joaquin,2015,Collier Fire,39,37.92,-121.17,2015-06-18 14:09:00+00:00,122,t,f,57.410000000000025,8.749999999999998,400.84123222748815,11.956398104265409,103.1,22.4,59.1473933649289,100,15,69.3040380047506,48.21995249406173,4.413270142180096,61.48151658767771,5141.43,INLAND,477524,157688,32845,130474
Modoc,2015,3-11 Fire,25,41.29,-121.17,2015-07-23 16:40:00+00:00,116,t,f,47.690000000000026,14.119999999999989,395.4986301369863,6.849589041095893,99.3,-12.3,48.488219178082225,98,8,58.27823691460055,33.368595041322315,4.579999999999999,51.72164383561647,164.67,INLAND,9678,3711,22668,51162
Calaveras,2015,Mark Fire,5,38.05,-120.56,2015-08-13 16:15:00+00:00,114,t,t,57.410000000000025,8.749999999999998,400.84123222748815,11.956398104265409,103.1,22.4,59.1473933649289,100,15,69.3040380047506,48.21995249406173,4.413270142180096,61.48151658767771,311.62,INLAND,31998,12649,28146,107894
Tuolumne,2015,Tulloch Fire,55,37.84,-120.62,2015-08-15 16:11:00+00:00,112,t,f,167.0100000000001,19.00999999999999,426.30438756855574,12.096340347666972,104.1,19.1,61.33354779411755,100,13,65.39162790697675,48.63953488372094,4.8950684931506805,62.126700507614245,441.69,INLAND,48456,17953,28035,124328
