Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
Wilbur Fire,Butte,4,39.52,-121.65,2017-06-06 12:43:00+00:00,2017,91,True,False
Daulton Fire,Madera,20,37.1,-120.02,2017-07-07 10:00:00+00:00,2017,90,True,False
Ridge Fire,Lake,17,39.15,-122.58,2017-10-06 14:38:00+00:00,2017,87,True,True
Vista Fire,Ventura,56,34.35,-119.31,2017-10-24 14:44:00+00:00,2017,86,True,False
Marlborough Fire,Riverside,33,34.02,-117.34,2017-08-31 10:13:00+00:00,2017,85,True,False
Saw Fire,Humboldt,12,40.12,-123.76,2017-08-03 11:58:00+00:00,2017,85,True,False
Dollar Fire,San Bernardino,36,34.2,-117.14,2017-07-22 13:35:00+00:00,2017,85,False,False
Ranch Fire,Santa Clara,43,37.33,-121.72,2017-06-29 13:56:00+00:00,2017,85,True,False
Country Fire,Monterey,27,35.87,-120.65,2017-08-07 18:08:00+00:00,2017,82,True,False
Loma Fire,San Diego,37,33.39,-117.47,2017-10-13 15:40:00+00:00,2017,81,False,False
Holiday Fire,El Dorado,9,38.87,-120.44,2017-12-28 20:51:00+00:00,2017,80,False,False
Mills File,Plumas,32,40.13,-120.92,2017-09-03 20:32:00+00:00,2017,79,True,False
Fountain Fire ,Tulare,54,35.89,-119.0,2017-05-31 11:30:00+00:00,2017,79,True,False
Castro Fire,Santa Clara,43,36.97,-121.56,2017-07-23 16:07:00+00:00,2017,78,True,False
Spring Fire ,Tehama,52,40.39,-122.13,2017-06-04 16:22:00+00:00,2017,78,True,False
McCourtney Fire (Wind Complex),Nevada,29,39.19,-121.08,2017-10-09 00:00:00+00:00,2017,76,True,True
Tivy Fire,Fresno,10,36.8,-119.36,2017-06-11 22:45:00+00:00,2017,76,True,False
Linne Fire,San Luis Obispo,40,35.6,-120.56,2017-09-26 16:45:00+00:00,2017,74,True,False
Axel Fire,El Dorado,9,38.78,-120.97,2017-07-08 16:38:00+00:00,2017,74,True,True
Bryant Fire,San Bernardino,36,34.08,-117.07,2017-07-07 15:45:00+00:00,2017,74,True,False
Lynch Fire,San Luis Obispo,40,35.79,-120.97,2017-10-13 12:14:00+00:00,2017,73,True,False
Ellis Fire,Riverside,33,33.76,-117.25,2017-07-18 15:34:00+00:00,2017,72,True,False
Camatta Fire,San Luis Obispo,40,35.44,-120.29,2017-08-02 10:33:00+00:00,2017,70,True,False
Sand Fire,Colusa,6,39.01,-122.2,2017-07-17 13:17:00+00:00,2017,70,True,True
Felipe Fire,Santa Clara,43,37.25,-121.69,2017-07-10 15:54:00+00:00,2017,70,True,False
Manning Fire,Fresno,10,36.61,-120.58,2017-05-19 23:28:00+00:00,2017,70,True,False
Hill Fire,Fresno,10,36.73,-119.28,2017-08-27 18:47:00+00:00,2017,69,True,False
Clay Fire,Sacramento,34,38.34,-121.11,2017-06-01 15:38:00+00:00,2017,68,True,False
River Fire,Lassen,18,40.03,-120.11,2017-06-04 16:12:00+00:00,2017,67,True,False
Orange Fire,Stanislaus,50,37.83,-120.69,2017-06-21 14:45:00+00:00,2017,65,True,False
Placentia Fire,Riverside,33,33.82,-117.19,2017-07-28 18:11:00+00:00,2017,63,True,False
Westfall Fire,Mariposa,22,37.37,-120.01,2017-06-15 07:30:00+00:00,2017,63,True,False
Montezuma Fire,San Diego,37,33.21,-116.47,2017-08-26 11:30:00+00:00,2017,62,True,False
Bottle Fire,Lake,17,38.95,-122.81,2017-08-08 16:40:00+00:00,2017,62,True,True
Lake Fire,Stanislaus,50,37.65,-120.49,2017-07-08 11:00:00+00:00,2017,62,True,False
Bolla Fire,Tehama,52,40.32,-122.83,2017-06-18 07:15:00+00:00,2017,60,True,False
Fox Fire,Tulare,54,36.19,-118.79,2017-07-17 15:32:00+00:00,2017,59,True,False
Quail Fire,Calaveras,5,38.18,-120.85,2017-07-12 13:10:00+00:00,2017,59,True,True
Silver Fire,Fresno,10,36.75,-119.23,2017-10-11 15:59:00+00:00,2017,58,True,True
Slides Fire,Lake,17,39.43,-123.03,2017-09-12 16:08:00+00:00,2017,58,False,False
Hogback Fire,Tulare,54,36.64,-119.0,2017-07-18 15:50:00+00:00,2017,58,True,False
Tower Fire,San Luis Obispo,40,35.35,-120.63,2017-07-07 16:23:00+00:00,2017,58,True,False
Live Fire,Tehama,52,40.16,-122.32,2017-07-28 13:24:00+00:00,2017,57,True,False
Freedom Fire,Fresno,10,36.81,-119.52,2017-07-04 13:21:00+00:00,2017,57,True,False
Bogus Fire,Siskiyou,47,41.93,-122.37,2017-06-18 15:45:00+00:00,2017,56,True,False
Estate Fire,Solano,48,38.44,-122.0,2017-09-23 11:05:00+00:00,2017,55,True,True
Owens Fire,Siskiyou,47,41.99,-121.9,2017-08-29 15:39:00+00:00,2017,55,True,False
Topanga Fire,Los Angeles,19,34.04,-118.59,2017-06-29 15:09:00+00:00,2017,55,False,False
Bradley Fire,Siskiyou,47,41.22,-122.29,2017-08-28 22:00:00+00:00,2017,54,False,False
Bradley Fire,Siskiyou,47,41.22,-122.27,2017-08-28 21:38:00+00:00,2017,54,False,False
Quimby Fire,Santa Clara,43,37.33,-121.76,2017-06-21 18:02:00+00:00,2017,54,True,False
Weller Fire,Santa Clara,43,37.44,-121.84,2017-07-26 23:19:00+00:00,2017,51,True,False
Tank Fire,Kern,15,35.22,-118.57,2017-10-26 11:55:00+00:00,2017,50,True,False
Extension Fire,Riverside,33,33.88,-117.01,2017-10-23 10:31:00+00:00,2017,50,True,False
Wilson Fire,Los Angeles,19,34.23,-118.06,2017-10-17 03:43:00+00:00,2017,50,False,False
Skeggs Fire,San Mateo,41,37.42,-122.3,2017-09-11 19:41:00+00:00,2017,50,True,True
Calgary Fire,Kern,15,35.71,-118.47,2017-08-05 13:16:00+00:00,2017,50,False,False
Mesa Fire,Santa Barbara,42,34.72,-120.13,2017-07-17 14:55:00+00:00,2017,50,True,False
West Fire,Yuba,58,39.06,-121.3,2017-07-08 16:47:00+00:00,2017,50,True,False
Grade Fire,Ventura,56,34.21,-118.99,2017-07-04 14:45:00+00:00,2017,50,False,False
Lago Fire,Riverside,33,33.88,-117.16,2017-07-03 15:14:00+00:00,2017,50,True,False
Douglas Fire,San Diego,37,33.23,-117.3,2017-06-13 14:31:00+00:00,2017,50,False,False
Power Fire,Madera,20,36.95,-120.9,2017-09-20 21:07:00+00:00,2017,48,True,False
Serenas Fire,Riverside,33,33.59,-116.07,2017-05-28 15:27:00+00:00,2017,48,True,False
Bitterwater Fire,San Benito,35,36.38,-121.0,2017-11-25 16:46:00+00:00,2017,47,True,False
Zenon Fire,San Luis Obispo,40,35.06,-120.56,2017-07-20 14:43:00+00:00,2017,47,True,False
Canyon Fire,Riverside,33,33.64,-117.4,2017-08-27 14:51:00+00:00,2017,46,False,False
Hidden Fire,San Bernardino,36,34.15,-117.19,2017-07-12 15:29:00+00:00,2017,46,False,False
Whitepine Fire,Siskiyou,47,41.87,-122.46,2017-06-06 16:38:00+00:00,2017,46,True,True
Riverbottom Fire,Riverside,33,33.99,-117.38,2017-12-21 11:16:00+00:00,2017,45,False,False
Pozo Fire,San Luis Obispo,40,35.29,-120.44,2017-10-09 14:30:00+00:00,2017,45,False,False
Grace Fire,Shasta,45,40.49,-121.86,2017-04-03 16:00:00+00:00,2017,45,True,False
Mines Fire,Alameda,1,37.56,-121.56,2017-08-27 17:45:00+00:00,2017,44,True,False
Roser Fire,Tehama,52,39.82,-122.28,2017-11-02 14:40:00+00:00,2017,43,True,False
Pine Fire,Monterey,27,36.17,-120.88,2017-09-11 15:11:00+00:00,2017,43,True,False
Lockwood Fire,Monterey,27,35.96,-121.09,2017-06-29 20:44:00+00:00,2017,42,True,False
Paskenta Fire,Tehama,52,40.1,-122.27,2017-06-24 11:15:00+00:00,2017,42,True,False
Jones Fire,Modoc,25,41.38,-120.53,2017-06-03 13:09:00+00:00,2017,42,True,False
Ward Fire,Siskiyou,47,41.99,-122.94,2017-08-13 12:41:00+00:00,2017,41,False,False
Stokes Fire,Los Angeles,19,34.1,-118.7,2017-06-29 15:45:00+00:00,2017,41,True,False
Feed Fire,Kern,15,35.05,-118.9,2017-05-14 14:00:00+00:00,2017,41,True,False
Riverdale Fire,Riverside,33,33.97,-117.48,2017-12-04 12:26:00+00:00,2017,40,True,False
Palm Fire,Riverside,33,33.9,-116.5,2017-11-14 16:11:00+00:00,2017,40,True,False
Freeway Fire,San Bernardino,36,34.14,-117.5,2017-10-24 10:27:00+00:00,2017,40,False,False
Jones Fire,Shasta,45,40.71,-122.24,2017-10-08 04:53:00+00:00,2017,40,True,False
Lakewood Fire,Kern,15,35.59,-118.47,2017-09-29 15:58:00+00:00,2017,40,True,False
Hole Fire,Del Norte,8,41.98,-124.01,2017-09-12 12:45:00+00:00,2017,40,False,False
Translator Fire,Humboldt,12,41.03,-123.64,2017-08-28 08:01:00+00:00,2017,40,False,False
Vestal Fire,Tehama,52,40.3,-122.7,2017-08-26 15:03:00+00:00,2017,40,True,False
Murphy Fire,Lake,17,38.86,-122.62,2017-07-17 14:44:00+00:00,2017,40,True,False
Reservation Fire,Monterey,27,36.67,-121.75,2017-07-16 11:17:00+00:00,2017,40,False,False
Table Fire,Tuolumne,55,37.9,-120.5,2017-09-19 00:22:00+00:00,2017,39,True,False
Spenceville Fire,Yuba,58,39.07,-121.35,2017-07-24 14:56:00+00:00,2017,39,True,True
Toll Fire,Solano,48,38.07,-122.23,2017-06-22 13:08:00+00:00,2017,39,False,False
Pine Fire,Marin,21,37.98,-122.66,2017-06-27 10:39:00+00:00,2017,38,True,False
Red Fire,Tuolumne,55,37.85,-120.45,2017-06-11 18:49:00+00:00,2017,38,True,False
 Bridge Fire,Shasta,45,40.77,-122.31,2017-10-31 11:22:00+00:00,2017,37,False,False
Banderilla Fire,Mariposa,22,37.66,-120.35,2017-07-07 15:50:00+00:00,2017,36,True,False
Black Fire,San Diego,37,33.17,-116.77,2017-06-25 12:09:00+00:00,2017,36,True,False
Melba Fire,Riverside,33,33.75,-117.1,2017-09-29 18:01:00+00:00,2017,35,True,False
Spaletta Fire,Marin,21,38.08,-122.78,2017-07-12 16:15:00+00:00,2017,35,True,False
Jurupa Fire,Riverside,33,33.99,-117.48,2017-07-04 15:20:00+00:00,2017,35,True,False
Latrobe Fire,Sacramento,34,38.46,-120.92,2017-06-27 07:39:00+00:00,2017,35,True,False
Breckenridge Fire,Kern,15,35.37,-118.84,2017-06-09 04:53:00+00:00,2017,35,True,False
Smiley Fire,Riverside,33,33.96,-117.21,2017-05-21 16:12:00+00:00,2017,35,True,False
Meyers Fire,San Bernardino,36,34.22,-117.41,2017-12-05 13:28:00+00:00,2017,34,True,False
Ellie Fire,Riverside,33,33.74,-117.33,2017-09-10 13:49:00+00:00,2017,34,True,False
Miller Fire,Humboldt,12,40.04,-123.64,2017-08-31 13:57:00+00:00,2017,34,True,False
Valley Fire,San Benito,35,36.86,-121.31,2017-07-04 13:21:00+00:00,2017,34,True,False
Christmas Fire,Riverside,33,33.76,-117.31,2017-07-07 12:56:00+00:00,2017,33,True,False
Valley Fire,Riverside,33,33.58,-116.97,2017-06-13 12:00:00+00:00,2017,33,True,False
Creek Fire ,Kern,15,35.61,-118.46,2017-06-04 22:11:00+00:00,2017,33,True,False
Sandy Fire,Trinity,53,40.8,-123.38,2017-08-02 11:13:00+00:00,2017,32,False,False
Sandy Fire,Trinity,53,40.8,-123.39,2017-08-02 08:30:00+00:00,2017,32,False,False
Washington Fire,Riverside,33,33.63,-117.08,2017-07-13 10:28:00+00:00,2017,32,True,False
Shore Fire,Monterey,27,35.9,-120.93,2017-06-16 15:49:00+00:00,2017,32,True,True
Pleyto Fire,Monterey,27,35.9,-120.98,2017-06-11 18:12:00+00:00,2017,32,True,False
York Fire,Monterey,27,36.59,-121.8,2017-10-15 14:55:00+00:00,2017,31,True,False
Juniper Fire,Fresno,10,36.1,-120.44,2017-08-23 13:28:00+00:00,2017,31,True,False
Hub Fire,Kern,15,35.6,-118.47,2017-05-12 05:05:00+00:00,2017,31,True,False
Castaic Fire,Los Angeles,19,34.52,-118.63,2017-08-31 16:32:00+00:00,2017,30,False,False
Blocksburg Fire,Humboldt,12,40.28,-123.64,2017-08-03 16:41:00+00:00,2017,30,True,False
Timber Fire,Riverside,33,33.97,-117.25,2017-07-03 19:31:00+00:00,2017,30,True,False
Ice Fire,El Dorado,9,38.78,-120.46,2017-10-10 15:36:00+00:00,2017,29,False,False
Benson Fire,Tehama,52,40.29,-122.43,2017-07-08 18:58:00+00:00,2017,29,True,False
32 Fire,Butte,4,39.83,-121.71,2017-09-25 11:03:00+00:00,2017,28,True,False
4-4 Fire,Modoc,25,41.48,-120.37,2017-08-30 11:38:00+00:00,2017,28,True,False
Shore Fire,Del Norte,8,41.93,-124.2,2017-06-26 21:30:00+00:00,2017,28,True,False
Nuevo Fire,Riverside,33,33.8,-117.12,2017-06-15 15:51:00+00:00,2017,28,True,False
4-10 Fire,Modoc,25,41.64,-120.32,2017-08-30 14:50:00+00:00,2017,27,True,True
Vernon Fire,Riverside,33,33.82,-116.96,2017-06-03 12:09:00+00:00,2017,27,True,False
Jasper Fire,Yuba,58,39.03,-121.41,2017-09-26 15:20:00+00:00,2017,26,True,False
Trellis Fire,Riverside,33,33.71,-117.32,2017-06-18 16:03:00+00:00,2017,26,True,False
Fairview Fire,Riverside,33,33.95,-116.6,2017-06-01 16:12:00+00:00,2017,26,True,False
Wilson Fire,San Diego,37,33.19,-116.51,2017-10-15 14:05:00+00:00,2017,25,True,False
Cove Fire,San Luis Obispo,40,35.76,-121.04,2017-09-23 15:40:00+00:00,2017,25,True,False
Border 9 Fire,San Diego,37,32.59,-116.62,2017-09-07 15:41:00+00:00,2017,25,True,False
Hopper Fire,Shasta,45,40.72,-122.03,2017-09-01 11:21:00+00:00,2017,25,True,False
Sloane Fire,San Diego,37,32.78,-116.85,2017-06-27 09:38:00+00:00,2017,25,True,False
Road Fire,Madera,20,37.02,-119.95,2017-06-18 14:04:00+00:00,2017,25,True,False
5 Fire,Los Angeles,19,34.3,-118.38,2017-06-03 15:39:00+00:00,2017,25,True,False
Ribbonwood Fire,San Diego,37,32.68,-116.29,2017-05-24 15:30:00+00:00,2017,25,True,False
Portola Fire,Riverside,33,33.5,-117.02,2017-10-10 14:57:00+00:00,2017,23,True,False
Edwards Fire,Alameda,1,37.78,-122.17,2017-09-26 12:22:00+00:00,2017,22,False,False
Gold Fire,Calaveras,5,38.2,-120.68,2017-07-05 16:56:00+00:00,2017,22,True,False
Refuge Fire,Napa,28,38.68,-122.27,2017-06-13 10:18:00+00:00,2017,22,True,True
Soda Fire,San Luis Obispo,40,35.41,-120.0,2017-10-20 12:13:00+00:00,2017,21,True,False
Mule Fire,Lake,17,39.02,-122.49,2017-09-05 14:55:00+00:00,2017,21,True,False
Globe Fire,Tulare,54,36.11,-118.82,2017-07-05 08:24:00+00:00,2017,21,True,False
Highway Fire,Butte,4,39.36,-121.41,2017-06-22 09:49:00+00:00,2017,21,True,False
Platina Fire,Shasta,45,40.79,-121.85,2017-06-13 12:47:00+00:00,2017,21,True,False
Bitterwater Fire,San Benito,35,36.36,-121.0,2017-05-22 04:50:00+00:00,2017,21,True,False
Blue Fire,Humboldt,12,40.89,-123.97,2017-10-08 16:40:00+00:00,2017,20,True,True
Fort Fire,Sonoma,49,38.52,-123.25,2017-10-07 20:00:00+00:00,2017,20,True,False
36 Fire,Tehama,52,40.2,-122.25,2017-10-03 16:22:00+00:00,2017,20,True,False
Falls Fire,Tuolumne,55,37.66,-120.31,2017-08-01 16:33:00+00:00,2017,20,True,False
Seine Fire,San Bernardino,36,34.14,-117.2,2017-07-22 15:49:00+00:00,2017,20,False,False
Range Fire,Mendocino,23,39.13,-123.1,2017-07-17 12:37:00+00:00,2017,20,True,True
Reed Fire,Riverside,33,33.53,-116.85,2017-06-13 17:21:00+00:00,2017,20,True,False
Fish Fire,Contra Costa,7,37.87,-122.21,2017-06-05 13:17:00+00:00,2017,20,True,False
City Fire,Kings,16,35.98,-119.92,2017-05-18 12:54:00+00:00,2017,20,True,False
Nacimiento Fire,Monterey,27,35.77,-120.92,2017-05-14 12:00:00+00:00,2017,20,True,False
Longhorn Fire,Riverside,33,33.89,-116.91,2017-12-13 15:27:00+00:00,2017,19,True,False
Garden Fire,Nevada,29,39.06,-121.14,2017-10-10 12:30:00+00:00,2017,19,True,False
Nuevo Fire,Riverside,33,33.8,-117.12,2017-08-13 13:34:00+00:00,2017,19,True,False
Sway Fire,Humboldt,12,40.4,-123.58,2017-08-01 10:23:00+00:00,2017,19,False,False
Willms Fire,Stanislaus,50,37.82,-120.66,2017-07-18 22:39:00+00:00,2017,19,True,False
King Fire,Siskiyou,47,40.7,-122.65,2017-06-26 12:30:00+00:00,2017,19,True,True
Fay Fire,Kern,15,35.72,-118.31,2017-05-01 12:44:00+00:00,2017,19,True,False
Bodega Fire,Sonoma,49,38.26,-122.72,2017-08-27 13:30:00+00:00,2017,18,True,False
Lakeland Fire,Butte,4,39.54,-121.55,2017-07-04 15:45:00+00:00,2017,18,True,False
Panoche Fire,Fresno,10,36.61,-120.71,2017-05-28 16:16:00+00:00,2017,18,True,False
Pine Fire,Monterey,27,36.17,-120.87,2017-05-16 16:10:00+00:00,2017,18,True,False
Ramblin Fire,Mariposa,22,37.41,-119.87,2017-10-03 11:44:00+00:00,2017,17,True,False
Corner Fire,Shasta,45,40.93,-121.59,2017-08-17 14:15:00+00:00,2017,17,True,True
Sky Fire,Shasta,45,40.69,-122.17,2017-07-29 17:29:00+00:00,2017,17,True,False
Rocky Fire,San Luis Obispo,40,35.56,-120.47,2017-05-20 13:11:00+00:00,2017,17,True,False
Lonoak Fire,Monterey,27,36.28,-120.94,2017-05-17 15:18:00+00:00,2017,17,True,True
Canyon Fire,Riverside,33,33.88,-116.99,2017-05-14 12:51:00+00:00,2017,17,True,False
Elk Fire,Kern,15,35.19,-119.29,2017-06-02 18:55:00+00:00,2017,16,True,False
Matz Fire,San Bernardino,36,34.04,-116.55,2017-05-29 01:20:00+00:00,2017,16,True,False
Rusty Fire,Fresno,10,36.97,-119.58,2017-05-28 07:49:00+00:00,2017,16,True,False
Paskenta Fire ,Tehama,52,39.88,-122.54,2017-08-10 17:24:00+00:00,2017,15,True,False
Greenhorn Fire,Nevada,29,39.17,-120.95,2017-07-27 14:49:00+00:00,2017,15,True,False
Centerville Fire,Modoc,25,41.46,-120.57,2017-07-17 13:38:00+00:00,2017,15,True,False
Alvarado Fire,Monterey,27,35.95,-120.87,2017-06-28 09:30:00+00:00,2017,15,True,False
Lombardi Fire,Calaveras,5,38.2,-120.83,2017-05-28 15:30:00+00:00,2017,15,True,False
66 Fire,Riverside,33,33.57,-116.08,2017-04-13 02:30:00+00:00,2017,15,True,False
Drum Fire,Santa Barbara,42,34.72,-120.27,2017-12-16 12:21:00+00:00,2017,14,True,False
Coast Fire,Santa Barbara,42,34.61,-120.41,2017-12-14 12:59:00+00:00,2017,14,True,False
Desabla Fire,Butte,4,39.86,-121.63,2017-07-02 13:43:00+00:00,2017,14,True,False
Hog Fire,Monterey,27,35.8,-120.53,2017-06-09 16:15:00+00:00,2017,14,True,False
Moraga Fire,Riverside,33,33.97,-117.44,2017-05-18 17:25:00+00:00,2017,14,True,False
Milton Fire,Stanislaus,50,37.9,-120.85,2017-10-18 12:53:00+00:00,2017,13,True,False
Woodland Fire,El Dorado,9,38.7,-120.74,2017-07-25 14:13:00+00:00,2017,13,True,False
Rosado Fire,El Dorado,9,38.67,-121.06,2017-07-12 13:51:00+00:00,2017,13,True,False
Silver Fire,San Bernardino,36,34.3,-117.31,2017-07-04 13:15:00+00:00,2017,13,False,False
Pacific Fire,Butte,4,39.44,-121.61,2017-09-12 17:24:00+00:00,2017,12,True,False
Dehesa Fire,San Diego,37,32.72,-117.16,2017-06-04 11:04:00+00:00,2017,12,True,False
Shandon Fire,San Luis Obispo,40,35.69,-120.33,2017-05-07 16:41:00+00:00,2017,12,True,False
Jameson Fire,Riverside,33,33.79,-117.5,2017-04-30 19:43:00+00:00,2017,12,True,False
Taglio Fire,Merced,24,37.22,-121.08,1969-12-31 16:00:00+00:00,2017,12,True,False
Independence Fire,Sonoma,49,38.7,-122.9,2017-07-31 23:17:00+00:00,2017,11,True,False
Lisa Fire,Riverside,33,33.91,-117.1,2017-07-02 13:04:00+00:00,2017,11,True,False
Freeway Fire,Tehama,52,40.25,-122.25,2017-10-08 12:15:00+00:00,2017,10,True,False
Dexter Fire,Mariposa,22,37.77,-120.16,2017-09-20 14:53:00+00:00,2017,10,True,False
Shaver Fire,Fresno,10,37.1,-119.32,2017-09-11 10:00:00+00:00,2017,10,True,False
Sandra Fire,Amador,3,38.34,-120.72,2017-08-28 17:06:00+00:00,2017,10,True,False
Rincon Fire,Los Angeles,19,34.24,-117.85,2017-08-03 16:21:00+00:00,2017,10,False,False
Grizzly Fire,Nevada,29,39.37,-120.98,2017-07-21 16:50:00+00:00,2017,10,True,False
North Fire,Shasta,45,40.49,-122.39,2017-07-15 18:10:00+00:00,2017,10,True,True
Navajo Fire,Riverside,33,33.78,-117.24,2017-07-13 14:14:00+00:00,2017,10,True,False
Rebie Fire,Butte,4,39.5,-121.34,2017-07-12 13:55:00+00:00,2017,10,True,True
Canyon Fire,Riverside,33,33.92,-116.99,2017-07-03 13:34:00+00:00,2017,10,True,False
Brewer Fire,Nevada,29,39.08,-121.07,2017-07-02 12:41:00+00:00,2017,10,True,False
Lambs Fire,Riverside,33,33.91,-116.97,2017-06-18 12:28:00+00:00,2017,10,True,False
Springs Fire,Riverside,33,33.94,-117.34,2017-06-16 14:51:00+00:00,2017,10,True,False
Pine Fire,Kern,15,35.56,-120.0,2017-06-05 14:02:00+00:00,2017,10,True,False
Shirleon Fire ,Riverside,33,33.87,-116.88,2017-06-04 16:48:00+00:00,2017,10,True,False
Twenty Fire,Yuba,58,39.23,-121.38,2017-05-29 15:31:00+00:00,2017,10,True,False
Champagne Fire,Kern,15,34.87,-118.35,2017-05-28 10:59:00+00:00,2017,10,True,False
Moreno Fire,Riverside,33,33.95,-117.18,2017-05-23 13:13:00+00:00,2017,10,True,False
Soledad Fire,Monterey,27,36.44,-121.35,2017-04-24 12:06:00+00:00,2017,10,True,False
Pressley Fire (Central LNU Complex),Sonoma,49,38.37,-122.64,2017-10-09 01:30:00+00:00,2017,0,True,True
Partrick Fire (Central LNU Complex),Napa,28,38.32,-122.39,2017-10-08 23:48:00+00:00,2017,0,True,True
Rattlesnake Fire,Mariposa,22,37.74,-119.78,2017-09-07 15:00:00+00:00,2017,0,False,False
Clear Complex (merged into Eclipse Complex),Siskiyou,47,41.7,-123.51,2017-07-25 12:45:00+00:00,2017,0,False,False
Warner Mountain Lightning,Modoc,25,41.34,-120.3,2017-07-23 00:00:00+00:00,2017,0,False,False
Creek Fire,Glenn,11,39.75,-122.18,2017-07-19 17:30:00+00:00,2017,0,False,False
Antelope Fire,Lassen,18,40.64,-120.96,2017-07-06 13:00:00+00:00,2017,0,False,False
Klamath Fire,Siskiyou,47,41.87,-122.73,2017-07-04 15:21:00+00:00,2017,0,False,False
 Cristianitos Fire,San Diego,37,33.44,-117.58,2017-06-28 17:56:00+00:00,2017,0,False,False
Salmon-August Complex ,Siskiyou,47,41.84,-123.47,2017-06-25 17:00:00+00:00,2017,0,False,False
King Incident,Tulare,54,36.52,-119.51,2017-06-23 22:32:00+00:00,2017,0,False,False
Range Fire,San Luis Obispo,40,35.85,-120.8,2017-05-19 13:10:00+00:00,2017,0,False,False
Oroville Spillway ,Butte,4,39.51,-121.56,2017-02-07 14:00:00+00:00,2017,0,True,True
Ranch Fire (Mendocino Complex),Colusa,6,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,True,True
Ranch Fire (Mendocino Complex),Glenn,11,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,True,True
Ranch Fire (Mendocino Complex),Lake,17,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,True,True
Ranch Fire (Mendocino Complex),Mendocino,23,39.24,-123.1,2018-07-27 12:05:00+00:00,2018,410203,True,True
Carr Fire,Shasta,45,40.65,-122.62,2018-07-23 13:15:00+00:00,2018,229651,True,True
Carr Fire,Trinity,53,40.65,-122.62,2018-07-23 13:15:00+00:00,2018,229651,True,True
Camp Fire,Butte,4,39.81,-121.43,2018-11-08 06:33:00+00:00,2018,153336,True,True
Woolsey Fire,Los Angeles,19,34.23,-118.7,2018-11-08 14:24:00+00:00,2018,96949,True,True
Woolsey Fire,Ventura,56,34.23,-118.7,2018-11-08 14:24:00+00:00,2018,96949,True,True
Ferguson Fire,Mariposa,22,37.65,-119.89,2018-07-13 21:36:00+00:00,2018,96901,False,False
County Fire,Napa,28,38.81,-122.18,2018-06-30 14:12:00+00:00,2018,90288,True,True
County Fire,Yolo,57,38.81,-122.18,2018-06-30 14:12:00+00:00,2018,90288,True,True
Delta Fire,Shasta,45,40.94,-122.43,2018-09-05 12:51:00+00:00,2018,63311,True,False
Delta Fire,Trinity,53,40.94,-122.43,2018-09-05 12:51:00+00:00,2018,63311,True,False
River Fire (Mendocino Complex),Colusa,6,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,True,True
River Fire (Mendocino Complex),Lake,17,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,True,True
River Fire (Mendocino Complex),Mendocino,23,39.05,-123.12,2018-07-27 13:01:00+00:00,2018,48920,True,True
Hirz Fire,Shasta,45,40.9,-122.22,2018-08-09 01:55:00+00:00,2018,46150,False,True
Stone Fire,Modoc,25,41.39,-121.04,2018-08-15 18:05:00+00:00,2018,39387,False,False
Klamathon Fire,Siskiyou,47,41.89,-122.53,2018-07-05 12:31:00+00:00,2018,38008,True,True
Donnell Fire,Tuolumne,55,38.35,-119.93,2018-08-01 17:48:00+00:00,2018,36450,False,False
Holy Fire,Orange,30,33.7,-117.52,2018-08-06 13:20:00+00:00,2018,23136,False,False
Whaleback Fire,Lassen,18,40.63,-120.87,2018-07-27 13:32:00+00:00,2018,18703,True,False
Pawnee Fire,Lake,17,39.07,-122.6,2018-06-23 17:21:00+00:00,2018,15185,True,True
Cranston Fire,Riverside,33,33.95,-117.4,2018-07-25 11:41:00+00:00,2018,13139,False,False
Waverly Fire,San Joaquin,39,38.05,-120.95,2018-06-29 15:11:00+00:00,2018,12300,True,False
Boot Fire,Mono,26,38.35,-119.45,2018-09-04 14:26:00+00:00,2018,6974,False,False
Planada Fire,Merced,24,37.39,-120.34,2018-06-15 10:34:00+00:00,2018,4564,True,False
Hill Fire,Ventura,56,34.23,-118.93,2018-11-08 14:03:00+00:00,2018,4531,True,True
Branscombe Fire,Solano,48,38.27,-121.94,2018-10-07 13:00:00+00:00,2018,4500,False,False
Lions Fire,Madera,20,37.57,-119.12,2018-06-11 12:00:00+00:00,2018,4064,False,False
Sun Fire,Tehama,52,40.22,-122.18,2018-10-07 12:51:00+00:00,2018,3889,True,True
Lane Fire,Tehama,52,40.35,-121.78,2018-06-23 11:38:00+00:00,2018,3716,True,True
Mill Creek 1 Fire,Humboldt,12,41.08,-123.69,2018-08-16 09:18:00+00:00,2018,3674,False,False
Charlie Fire,Los Angeles,19,34.48,-118.61,2018-09-22 14:30:00+00:00,2018,3380,False,False
Five Fire,Kings,16,35.98,-119.98,2018-08-06 17:29:00+00:00,2018,2995,False,False
Apple Fire,Tehama,52,39.94,-122.36,2018-06-09 14:10:00+00:00,2018,2956,True,True
Tarina Fire,Kern,15,35.37,-118.84,2018-08-03 14:48:00+00:00,2018,2950,True,False
Georges Fire,Inyo,14,36.67,-118.22,2018-07-08 13:36:00+00:00,2018,2883,False,True
